Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Pull Up",9,0,9,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Pull Up",10,0,6,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Push Up",1,0,25,0,0,"",,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Push Up",2,0,15,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Push Up",3,0,11,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Triceps Dip",1,0,13,0,0,"",,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Triceps Dip",2,0,14,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Triceps Dip",3,0.0,12,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Triceps Dip",4,0.0,9,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Triceps Dip",5,0.0,6,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Bench Press (Barbell)",1,50.0,13,0,0,"",,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Shoulder Press (Machine)",1,20.0,13,0,0,"",,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Shoulder Press (Machine)",2,25.0,12,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Squat (Bodyweight)",1,0,20,0,0,"",,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Squat (Barbell)",1,25.0,25,0,0,"",,
2025-01-09 20:04:51,"Evening Workout",41m,"Pull Up",1,0,10,0,0,"","",
2025-01-09 20:04:51,"Evening Workout",41m,"Pull Up",2,0,7,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Pull Up",3,0,8,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Pull Up",4,0,7,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Pull Up",5,0,5,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Pull Up",6,0,7,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Pull Up",7,0,7,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Pull Up",8,0,7,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Pull Up",9,0,7,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Triceps Dip",1,0,20,0,0,"",,
2025-01-09 20:04:51,"Evening Workout",41m,"Triceps Dip",2,10.0,10,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Triceps Dip",3,10.0,10,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Triceps Dip",4,0.0,7,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Triceps Dip",5,0.0,10,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Push Up",1,0,20,0,0,"",,
2025-01-09 20:04:51,"Evening Workout",41m,"Push Up",2,0,12,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Push Up",3,0,8,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Ab Wheel",1,0,10,0,0,"",,
2025-01-09 20:04:51,"Evening Workout",41m,"Triceps Pushdown (Cable - Straight Bar)",1,30.0,12,0,0,"",,
2025-01-09 20:04:51,"Evening Workout",41m,"Lateral Raise (Dumbbell)",1,8.5,18,0,0,"",,
2025-01-09 20:04:51,"Evening Workout",41m,"Lateral Raise (Dumbbell)",2,8.5,18,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Lateral Raise (Dumbbell)",3,8.5,15,0,0,,,
2025-01-09 20:04:51,"Evening Workout",41m,"Lateral Raise (Dumbbell)",4,8.5,15,0,0,,,
2025-01-11 18:06:46,"Evening Workout",43m,"Pull Up",1,0,10,0,0,"","",
2025-01-11 18:06:46,"Evening Workout",43m,"Squat (Bodyweight)",1,0,40,0,0,"",,
2025-01-11 18:06:46,"Evening Workout",43m,"Squat (Bodyweight)",2,10.0,40,0,0,,,
2025-01-11 18:06:46,"Evening Workout",43m,"Jump Squat",1,0,25,0,0,"",,
2025-01-11 18:06:46,"Evening Workout",43m,"Jump Squat",2,0,23,0,0,,,
2025-01-11 18:06:46,"Evening Workout",43m,"Jump Squat",3,0,20,0,0,,,
2025-01-11 18:06:46,"Evening Workout",43m,"Jump Squat",4,0,27,0,0,,,
2025-01-11 18:06:46,"Evening Workout",43m,"Glute Ham Raise",1,0,20,0,0,"",,
2025-01-11 18:06:46,"Evening Workout",43m,"Glute Ham Raise",2,0,15,0,0,,,
2025-01-11 18:06:46,"Evening Workout",43m,"Glute Ham Raise",3,0,15,0,0,,,
2025-01-11 18:06:46,"Evening Workout",43m,"Standing Calf Raise (Bodyweight)",1,0,50,0,0,"",,
2025-01-11 18:06:46,"Evening Workout",43m,"Standing Calf Raise (Bodyweight)",2,0,40,0,0,,,
2025-01-11 18:06:46,"Evening Workout",43m,"Leg Extension (Machine)",1,5.0,12,0,0,"",,
2025-01-11 18:06:46,"Evening Workout",43m,"Leg Extension (Machine)",2,5.0,12,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Pull Up",1,0,12,0,0,"","",
2025-01-12 18:30:42,"Evening Workout",32m,"Pull Up",2,0,8,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Pull Up",3,0,7,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Pull Up",4,0,8,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Pull Up",5,0,8,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Pull Up",6,0,4,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Pull Up",7,0,7,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Triceps Dip",1,0,14,0,0,"",,
2025-01-12 18:30:42,"Evening Workout",32m,"Triceps Dip",2,10.0,16,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Triceps Dip",3,10.0,10,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Triceps Dip",4,0.0,15,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Push Up",1,0,15,0,0,"",,
2025-01-12 18:30:42,"Evening Workout",32m,"Push Up",2,0,5,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Push Up",3,0,8,0,0,,,
2025-01-12 18:30:42,"Evening Workout",32m,"Bench Press (Barbell)",1,50.0,9,0,0,"",,
2025-01-12 18:30:42,"Evening Workout",32m,"Bench Press (Barbell)",2,50.0,6,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Pull Up",1,0,11,0,0,"","",
2025-01-15 21:02:36,"Evening Workout",43m,"Pull Up",2,0,8,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Pull Up",3,0,7,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Pull Up",4,12.0,8,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Pull Up",5,12.0,7,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Pull Up",6,0.0,5,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Pull Up",7,0.0,12,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Triceps Dip",1,0,20,0,0,"",,
2025-01-15 21:02:36,"Evening Workout",43m,"Triceps Dip",2,0.0,16,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Triceps Dip",3,12.0,10,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Triceps Dip",4,12.0,8,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Triceps Dip",5,0.0,8,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Push Up",1,10.0,6,0,0,"",,
2025-01-15 21:02:36,"Evening Workout",43m,"Push Up",2,0.0,6,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Bench Press (Barbell)",1,50.0,12,0,0,"",,
2025-01-15 21:02:36,"Evening Workout",43m,"Bench Press (Barbell)",2,50.0,10,0,0,,,
2025-01-15 21:02:36,"Evening Workout",43m,"Shoulder Press (Machine)",1,16.0,5,0,0,"",,
2025-01-15 21:02:36,"Evening Workout",43m,"Lateral Raise (Dumbbell)",1,8.5,18,0,0,"",,
2025-01-15 21:02:36,"Evening Workout",43m,"Lateral Raise (Dumbbell)",2,8.5,18,0,0,,,
