"Year","Sex","Country/Region/World","ISO","Prevalence of BMI<18.5 kg/m² (underweight)","Prevalence of BMI<18.5 kg/m² (underweight) lower 95% uncertainty interval","Prevalence of BMI<18.5 kg/m² (underweight) upper 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity)","Prevalence of BMI>=30 kg/m² (obesity) lower 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity) upper 95% uncertainty interval","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity)","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity) lower 95% uncertainty interval","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity) upper 95% uncertainty interval","Proportion of double burden from obesity","Proportion of double burden from obesity lower 95% uncertainty interval","Proportion of double burden from obesity upper 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m²","Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m²","Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m²","Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m²","Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m²","Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity)","Prevalence of BMI >=40 kg/m² (morbid obesity) lower 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity) upper 95% uncertainty interval"
1998,"Men","Poland","POL",0.014956962438321543,0.011637308213561464,0.019026754029411338,0.150407694845775,0.13673121158591023,0.16511865511636598,0.16536465728409652,0.15137064365352587,0.180229794831002,0.8588197236127855,0.8321642581913179,0.8825221955209528,0.03843622172963219,0.033375478840589876,0.04409697053020845,0.4055829774525048,0.38694880214618804,0.42414587823597544,0.3906161415337664,0.37180065125354306,0.409691216570675,0.12277341930722875,0.10971631428983125,0.1369464319719139,0.02306287403167393,0.018672181909932865,0.027997944636233837,0.00457140150687231,0.003105678341823753,0.006384878035729475
1999,"Men","Poland","POL",0.014839067827023449,0.01166686563361131,0.018700826284980474,0.1565374435023109,0.1434016628588648,0.17038112107293477,0.17137651132933437,0.15789821912051674,0.18577787269453835,0.8643605283303047,0.8398882094047688,0.8866640386158354,0.037521540982773154,0.03271647850036097,0.042786429095664796,0.39847812022056944,0.38123313288903843,0.4156622656890562,0.392623825467323,0.37420571903851285,0.410740682516075,0.12719645386684603,0.11448365528446448,0.14069047446627622,0.024345600882456856,0.02000009783721214,0.029214437625101605,0.004995388753008017,0.0034877370579137045,0.006842690172910741
2000,"Men","Poland","POL",0.014672233364946772,0.011651314963667742,0.018253994154537823,0.16302665459096377,0.15040991190616534,0.17629564859148633,0.17769888795591052,0.1646224389852941,0.1914372248436182,0.870169664215848,0.8475864423971206,0.8907577418876084,0.03653172809811494,0.032125167390650244,0.04136999860243233,0.39078805471095834,0.3745802660876711,0.40696394947884307,0.3949813272350162,0.37763927998880914,0.4117120083365366,0.13189006327408773,0.11942956178942171,0.14470434365768067,0.02568998100759162,0.02144421668554792,0.030527805202587358,0.005446610309284415,0.003909687341156648,0.007341541120046371
2001,"Men","Poland","POL",0.014462451666801988,0.011597643562650946,0.01782921203437414,0.16979337434231415,0.1574221413401434,0.1825264627230149,0.18425582600911614,0.17165908351567716,0.19740186668519935,0.876125691405338,0.8557894809449275,0.8948260481928851,0.03545895893597604,0.03141482218285399,0.0399623580686663,0.3825208425263146,0.3671580494997599,0.3974123729495204,0.3977643705285933,0.38121846337102494,0.41324726290691716,0.13680029432614788,0.12490084180566824,0.14917823619437556,0.02707453585863019,0.022916027031356236,0.03180688136541395,0.005918544157536098,0.004342717069253209,0.00785705292957782
2002,"Men","Poland","POL",0.014211684719518771,0.011481922864212452,0.01732878567666975,0.1766770763381621,0.16455571236247807,0.1890191132833799,0.19088876105768088,0.17863436629765073,0.20354793679804709,0.8820990740714708,0.8634683406921246,0.8993318550384282,0.03431537188678641,0.030565982212908058,0.03844709118947216,0.37381069922455334,0.35935585383396784,0.3881202406787535,0.4009851658309794,0.3853325069918988,0.4157606521924528,0.14182262526509948,0.13028748199781348,0.1537847130928879,0.028455681174654527,0.024303639570633126,0.033207803967596414,0.006398769898408102,0.004754748408210612,0.008402434300613599
2003,"Men","Poland","POL",0.013923259898007192,0.011317000284531562,0.01684663473529211,0.18362063207374713,0.17178308626453273,0.19542430789929913,0.19754389197175434,0.18558946890225997,0.2098618689528267,0.8880278241744807,0.8707615945209537,0.9039860835289543,0.03313080300711015,0.029615111169750494,0.03697716881857278,0.3647664091026042,0.3506240518960631,0.37852666549191194,0.40455889391853134,0.38955370207863893,0.4189990291028232,0.1468859235188125,0.13549361033043802,0.15831338611461315,0.029855393471475547,0.025693365778808784,0.03452989266821477,0.006879315083459102,0.005155929812501469,0.008931340910437471
2004,"Men","Poland","POL",0.013601257898842338,0.01111922148281198,0.016380769220653804,0.1906054877166358,0.1788085793088815,0.20215178778223816,0.20420674561547814,0.1923855463348407,0.2161963547771425,0.8938791384272834,0.8779226868902321,0.9089621985727127,0.031935446185571204,0.028611177856659155,0.03554644342450151,0.3555729609910206,0.3424594421669631,0.36903320472283263,0.40828484520793007,0.3938860742977665,0.4220714765820134,0.1519778116948645,0.14057957325683904,0.16318643962825333,0.031279164755189146,0.02712982092438566,0.0359858120400872,0.00734851126658218,0.005560999817166065,0.009491876328334186
2005,"Men","Poland","POL",0.01325857568164265,0.010869347372879838,0.015923678125178996,0.19756193609324174,0.1857214989241645,0.20918430138830715,0.21082051177488437,0.19895061189626223,0.2226993188059842,0.8995462015767961,0.8843621764621539,0.9139467019094148,0.03076640711058158,0.027569666064911024,0.034283098921141036,0.3464275085698693,0.3335335408045516,0.3597456448464751,0.41198557054466467,0.39770420923696853,0.4258118144294534,0.15704057688480796,0.1456199243553279,0.1683930519269208,0.03272369196501732,0.028495485239640867,0.037620948275050414,0.007797667243416467,0.0059493687061919895,0.010019424352599116
2006,"Men","Poland","POL",0.01290027071184508,0.01055898532011792,0.01551986605192781,0.20449525023164367,0.1924034673831267,0.21626433938638295,0.21739552094348874,0.2053687321266269,0.22949898273519526,0.9050175134279048,0.8903771378834907,0.918706970562614,0.02962670427780992,0.026454702472510423,0.03303796719297618,0.3374114921557452,0.32432383366136075,0.35046486797759413,0.41556628062295614,0.4015881038549225,0.42943489371416776,0.16207926083941726,0.150698731308464,0.173578310724305,0.034194799119972835,0.029706304390042605,0.03927084999897745,0.00822119027225357,0.006324897806889699,0.010520092636751664
2007,"Men","Poland","POL",0.01253963860619201,0.010285730204794761,0.015078371560705272,0.21137544333632272,0.19898642738230937,0.22377190581603718,0.22391508194251472,0.21141565782105143,0.23635583246158942,0.910217990255179,0.8961281634583347,0.9235838585648797,0.028554401389288667,0.02541060079509255,0.031867840023920714,0.3286592635152761,0.31550820034038396,0.34194535895134115,0.41887125115292057,0.4047382731885001,0.4329404893340482,0.16706937409885309,0.15559870554506172,0.17857975715108942,0.03568985738029265,0.030895559461238332,0.04094522688484473,0.008616211857176996,0.0066293794661008865,0.011065832501595206
2008,"Men","Poland","POL",0.012180125962435069,0.009915843390076638,0.01473679642360476,0.21818476800812692,0.20571062198264936,0.2307476613127825,0.23036489397056203,0.21778688236550414,0.24313391015362634,0.91513828461660085,0.9008431787014666,0.9281048513478806,0.027547661495560073,0.024477582256497866,0.030759892819365607,0.32018828287669604,0.30669895138289655,0.33362100786892307,0.42189915965718183,0.4073478461932619,0.43595637192918685,0.17198905558822036,0.16012059176447735,0.18374726908634778,0.037213171866483374,0.03220552142017904,0.0427545899347896,0.008982540553423214,0.006869014595118222,0.011545566293402561
2009,"Men","Poland","POL",0.0118334613597799,0.009573126843167518,0.014421906289325968,0.22487614335190187,0.21224023933284983,0.23781197407708288,0.23670960471168176,0.2238544565459862,0.24993805350206522,0.9197179659020204,0.9056655035759911,0.9326017877318917,0.026602726872828025,0.023563487381159688,0.029785535992501826,0.3119851040070044,0.2983662090358378,0.32572245373875547,0.42470256240848575,0.4098815819889932,0.4391337960591823,0.1767982746878177,0.16445126185755993,0.18881504686872938,0.0387511436345828,0.03348703976278175,0.04458034272001238,0.009326725029501388,0.007081251197333915,0.011987962682512409
2010,"Men","Poland","POL",0.01149585936553066,0.00918455176933031,0.014153265835973696,0.23145832512742678,0.21827729217583106,0.2448854461289587,0.24295418449295744,0.22952819671679467,0.25664383691471626,0.9240018645860505,0.9098214235271918,0.937065290826252,0.025722922121120487,0.022596529449352233,0.02894019986832113,0.30399707691966377,0.29019911291350964,0.31819270082128004,0.4273258144662584,0.41182047903635516,0.442133085934934,0.18147932453318344,0.1686032565496527,0.19428700774554675,0.04032085301001887,0.03463199430349165,0.046595270979501925,0.009658147584224477,0.007250225536799773,0.012486276206230997
2011,"Men","Poland","POL",0.011170854225686528,0.008787456538516822,0.013890450929955611,0.23796981394531597,0.22387430281991938,0.25205756563578524,0.2491406681710025,0.2347021068552401,0.26361264972363724,0.9280043318568738,0.91364926555523,0.9412256122938392,0.024897237907646873,0.021725523614654327,0.02825357612391262,0.29622590257230486,0.2818902691734349,0.31115829567340664,0.42973618934904584,0.41344081413427625,0.44541939092575233,0.18601524134390546,0.1725267854203172,0.1997868870286733,0.04195736362322253,0.03584688840647479,0.04868617997605385,0.009997208978187953,0.007383910356860237,0.013021042658286287
2012,"Men","Poland","POL",0.010857447183110516,0.008404391507743933,0.013692931777004471,0.24452826712183334,0.22917946162688632,0.2599100410738029,0.25538571430494383,0.23976663326627293,0.2709589089635364,0.9317831610133076,0.9167555828501338,0.9452999885139284,0.02411036437174628,0.02085221431659149,0.027683307264040634,0.28864120467341214,0.2735270147141082,0.3042785586094346,0.4318627146498977,0.41474217579795414,0.4488431841465184,0.19045363952212044,0.17587768310498297,0.20520536987009755,0.04371803316414815,0.03705901302960076,0.051168743442209716,0.01035659443556474,0.007547671627108742,0.013745109371346608
2013,"Men","Poland","POL",0.010557363442543353,0.007964718831274713,0.013594165808201523,0.2512057521032889,0.23458222074398802,0.26798240840317245,0.26176311554583226,0.24505973960328492,0.2788995543956536,0.9353606034223907,0.9196688785224034,0.9492789414179292,0.023363462151180216,0.019953710185140965,0.02710849285089481,0.2811355358048322,0.2649148008446933,0.2977334587607053,0.43373788449815526,0.415317990061557,0.4517071374232131,0.19479774320676044,0.17897409520656815,0.21100346390710245,0.045653887920399205,0.03826378079838164,0.05394743080137712,0.010754120976129242,0.007561764174316605,0.014650262730213071
2014,"Men","Poland","POL",0.010272271922251159,0.007528941708296027,0.013555902796358798,0.2581449584587996,0.2397324562616029,0.27691100598241125,0.26841723038105075,0.2501610021880628,0.2872605039382455,0.9387754009833827,0.9222542083102677,0.9532056318686181,0.02264865693480401,0.01899604315469034,0.026669062879293742,0.27356376744259575,0.2558685010799826,0.29148486357057735,0.43537034324154944,0.4152817785559052,0.4552547366086419,0.19912690205189607,0.18142472349688163,0.21708390891857873,0.047813387418934615,0.03926927519442267,0.057235510824964246,0.011204668987968937,0.007640478350004953,0.01565381302887414
2015,"Men","Poland","POL",0.00999380098428432,0.007052148682862843,0.013572916307213533,0.26543509780237845,0.24495132287213672,0.28698826304571956,0.27542889878666277,0.2549655408853731,0.29707804238985847,0.9420922722329798,0.9244589798380803,0.9571797694296135,0.021955907347417876,0.018060493880590684,0.02631877316894621,0.2658820289229232,0.2460665822039765,0.28562951966797273,0.4367331629429961,0.41455233100175526,0.45864610758443847,0.20347040399909727,0.18377895716262252,0.22347322992669605,0.05025151361362958,0.04040696812479397,0.061051850809864326,0.011713180189651617,0.00769470811391312,0.01698317060234566
2016,"Men","Poland","POL",0.00972190129970723,0.006559000675686745,0.013575095607289745,0.27303361668832815,0.24980015391783505,0.29722353774924637,0.2827555179880354,0.25946742648218213,0.3075202116083684,0.9452951190144853,0.9263330577523233,0.9611710448399067,0.021289448767276696,0.017186944315095275,0.02597756986426772,0.25815696152363904,0.23645485151335544,0.2800354354602235,0.43779806972104884,0.41302114819572944,0.46257011387575686,0.20777081374352066,0.18549439650775812,0.2307212428613527,0.05298009736426017,0.04163176176229778,0.06576859623437802,0.012282705580547343,0.007657649517702713,0.018461851049533996
2017,"Men","Poland","POL",0.009466151228019686,0.006128462837297255,0.013709718976332295,0.28079283335065647,0.25396533041604025,0.3084200526948411,0.29025898457867616,0.2634913789015299,0.3182149822150349,0.9483066319725535,0.9278419321918205,0.9651809506268214,0.02065653495835579,0.016230726488769467,0.025744802506354608,0.2505437574384988,0.22688572698214735,0.27489891879465195,0.4385407210244692,0.4106684817602724,0.46627184093360463,0.2119300405249369,0.18657418217889213,0.23792493359528005,0.05594889598670696,0.042696161257806196,0.0711875128108158,0.012913896839012623,0.007629793401647477,0.020206516728205212
2018,"Men","Poland","POL",0.009226660280212032,0.005586123174425886,0.013911138662089042,0.2886368227935711,0.2579229575048432,0.32021867343363675,0.29786348307378313,0.26743191264259564,0.32990524095465107,0.9511192269323024,0.929281541037635,0.9689973145913142,0.020041959116765998,0.015274686218433496,0.025680744635373884,0.2430641720484612,0.21672618254308434,0.27033567601652714,0.43903038376098963,0.4070867883817884,0.47063546039214676,0.2158982169438854,0.18714575150942048,0.24574709680054985,0.05913277528368424,0.04350757997922173,0.07696177792711005,0.013605830566001469,0.007519022714824044,0.02248260415555923
2019,"Men","Poland","POL",0.009004601276141095,0.005103855586343525,0.014158512567076982,0.2966232455132056,0.26146351453169686,0.333367777358595,0.3056278467893467,0.2706695994253468,0.34240068877321955,0.9537482926269222,0.9303857473726476,0.9724021535133649,0.0194460815996071,0.014269486567206313,0.025636747150293574,0.2356797398166105,0.20621225759738018,0.26596027699028985,0.4392463297944357,0.4033614302826456,0.47488468022324537,0.21973399208913452,0.18725132991428908,0.25358404312879174,0.0625179559069435,0.04421145583172348,0.08420236232456484,0.014371297517127577,0.00734348894609207,0.025056427863645463
2020,"Men","Poland","POL",0.008802453954475474,0.004597919881217268,0.014527921226822312,0.3048342504157148,0.26542246108364076,0.3459794769892043,0.3136367043701903,0.27430892959559067,0.35532554519825993,0.9562074856217209,0.9310693129386949,0.9756843777278088,0.018865948957343084,0.013283001251857858,0.025718284521818582,0.22834662595946745,0.1953904590018281,0.26198954317842404,0.4391507187129991,0.3991422727892234,0.4784752156311038,0.22350106941174874,0.18682444386942337,0.26117508139270573,0.06612473305097123,0.04475033668280974,0.09187562778635043,0.015208447952994865,0.0071697895389743384,0.02774729989320132
2021,"Men","Poland","POL",0.008617396436882566,0.004104912872964936,0.014967331116373984,0.3132823961680548,0.2684275984972968,0.3595948170209356,0.32189979260493745,0.27701400124450953,0.3685659690590247,0.9585151015896346,0.9313064956390303,0.9786097278537151,0.018304774116925118,0.012367403196779113,0.025836808115076222,0.2210081560319204,0.184390694777667,0.25876193957888116,0.4387872752462171,0.3943111469828351,0.4835111633035918,0.2272112795870188,0.18538674590834053,0.2706504280238957,0.06994423379705728,0.045476747630130404,0.10012706018027957,0.016126882783978728,0.006832811147566997,0.031203895232748982
2022,"Men","Poland","POL",0.00844862054558715,0.0036574352596183287,0.015420551761844082,0.32189445255949045,0.27170062339346734,0.3738918803814601,0.33034307310507754,0.27931271387552037,0.3831358502727384,0.9606665551765987,0.931507706565494,0.9813985136127541,0.01776587860847165,0.011491176179354402,0.02589082699973003,0.21371066593455232,0.17374276330895624,0.2557866305675487,0.4381803803518984,0.38826240189304684,0.48845165083796743,0.23081521897851354,0.18407016954735533,0.27953862098106086,0.07395742114544533,0.04606921597308701,0.10969650518827372,0.017121812435531625,0.00653349869977304,0.03483786001767589
