"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Saudi Arabia","SAU","GDP (current US$)","NY.GDP.MKTP.CD","1748124063.47068","1920811284.1344","2130606531.81806","2207393171.4953","2371808712.91016","2647955557.55562","2920555557.17989","3257022222.63758","4187777711.11111","4485777644.44444","5377333333.33333","7184806909.28939","9664267086.60323","14947435499.323","45412957746.4789","46773208642.6814","64005665722.3796","74188986586.0629","80266516686.5614","111858444786.224","164539660725.118","184291360138.69","153240313858.323","129171635311.143","119624858115.778","103897846493.65","86961922765.3254","85695861148.1976","88256074766.3551","95344459279.0387","117630173564.753","132223230974.633","137087850467.29","132967957276.368","135174899866.489","143343124165.554","158662483311.081","165963684913.218","146775466666.667","161717066666.667","189514933333.333","184137600000","189605866666.667","215807733333.333","258742133333.333","328459608764.111","376900133511.348","415964509673.115","519796800000","429097866666.667","528207200000","676634666666.667","741849866666.667","753864533333.333","766605866666.667","669484266666.667","666000000000","714994666666.667","846583733333.333","838564800000","734271200000","874156000000","1108571466666.67","1067582933333.33",
"Sudan","SDN","GDP (current US$)","NY.GDP.MKTP.CD","1127011494.25287","1223563218.3908","1329022988.50575","1352011494.25287","1389080459.77011","1447701149.42529","1485344827.58621","1608333333.33333","1678735632.18391","1848563218.3908","2101436781.6092","2289655172.41379","2484482758.62069","3079022988.50575","3961206896.55172","4825862068.96552","6016666666.66667","7503448275.86207","8138461538.46154","8421678321.67832","8951800000","10751162790.6977","8735294117.64706","8230153846.15385","10447615384.6154","8075347222.22222","10092200000","12093333333.3333","14372555555.5556","21408111111.1111","33641222222.2222","44168918918.9189","7031909434.27211","8881005435.80602","12793794737.042","13830363899.9163","9018300724.66086","11681175864.3383","11250221536.7484","10682028339.6898","12257299147.2936","15716361792.1926","18137128388.3606","21355298459.5955","26646007250.7319","35182711987.974","45263831634.1497","59440139774.8128","64833083257.1431","51621044076.9231","58962978034.4828","55018567210.5263","37632919966.6667","43024018082.1918","49516748617.9775","51726758676.7677","42630376000","41283617976.1905","32333780383.2924","32338079165.2893","27034593750","34229513774.9936","51666875363.0963","109327023588.732",
"Senegal","SEN","GDP (current US$)","NY.GDP.MKTP.CD","1003692370.46869","1058975256.97025","1085475790.59112","1122139861.67805","1188930645.34423","1210058228.17112","1246908185.96343","1246480765.97984","1309384861.92219","1245234931.43233","1297407654.92832","1339549032.83782","1620857103.53492","1863398590.4556","2099325228.95651","2830388404.8977","2869777884.45166","2938046462.7098","3280354920.8516","4084877822.91679","4510108290.69571","4095892780.58289","4013951442.67081","3569356124.93159","3485165431.71354","3818944917.56713","5392093445.51053","6487353102.81483","6418419388.63499","6366039372.53683","7390967360.42121","7255210469.51743","7769817839.95644","7367986241.21869","5034588195.55806","6326342633.4034","6559712165.96508","6041478725.90443","6505607909.05324","6592834932.80876","6013185003.97525","6507824829.26254","7006402319.75856","8768721563.18211","10076816666.6196","11009033437.939","11697918243.0035","13994218412.9619","16853989627.548","16145867494.9405","16121315909.0758","17814283639.3119","17660870411.5235","18918667724.8817","19797253440.2679","17774766696.1759","19040312333.1864","20996562943.5979","23116701556.1381","23403995992.1354","24530513037.7518","27520784129.7508","27619479059.6131","31013986429.1861",
"Singapore","SGP","GDP (current US$)","NY.GDP.MKTP.CD","704751700.302494","764629788.123689","826239211.817511","917608012.491752","894153311.424857","974644096.144674","1096425608.09089","1238035815.78586","1425706091.0356","1659893767.84419","1920574150.17542","2263785443.61688","2721440980.75851","3696213333.33333","5221534955.64418","5633673929.99302","6327077974.10703","6618585073.66035","7517176354.84135","9296921723.83465","11896256782.8566","14175228843.6391","16084252378.473","17784112149.5327","19749361097.965","19156532745.7691","18586746056.9974","20919215578.2125","25371462488.1292","30465364738.6206","36144336768.7023","45466164978.2923","52131320032.8797","60603815716.2653","73688724431.1412","87812540788.4293","96293086513.0872","100123787215.299","85728207781.7785","86286849754.8905","96076539925.7409","89793790669.6515","92538372869.6942","97646401095.6369","115033593101.049","127807848728.398","148627286361.351","180941701357.97","193617323539.203","194150283771.566","239807980591.24","279356499090.458","295092888076.589","307576360584.992","314863580758.455","307998545269.398","319053943915.005","343257164581.712","376892697588.005","376901649222.451","349488382610.662","434111559282.849","498474540987.78","501427500080.059",
"Solomon Islands","SLB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","25203524.0325638","28084252.7582748","28606411.398041","","50056882.8213879","40606712.050639","55272108.8435374","84539332.282562","74620320.0295339","83100834.307935","93145283.3557141","111027427.208358","151276496.482533","182852106.427002","193750540.632477","192902018.72302","181220399.013372","181570474.077796","165524943.640694","147620047.527993","155128542.239474","176494393.889702","172882410.678856","214877666.699752","227540473.340087","269034595.812985","300746361.128739","402837005.272596","469443201.503274","510586430.190127","526554005.954357","457579840.225066","488024514.369359","419842674.227652","409508552.979972","346406738.885237","417668983.408349","468005318.551977","552864570.225819","617258154.260133","695295347.621537","776337691.795098","805557562.580059","898133684.898793","1063895360.69907","1185215418.25562","1285911586.132","1335571420.72676","1307909887.55212","1379490304.2254","1469789119.08756","1615478393.28614","1619155017.3924","1536145814.17007","1522794913.0914","1566360686.10632","1631286701.11516",
"Sierra Leone","SLE","GDP (current US$)","NY.GDP.MKTP.CD","322151470.588235","327979248.366013","342872712.418301","348700653.594771","372012091.503268","359523809.523809","375630252.10084","348895027.624309","329991956.782713","408853541.416567","434584033.613445","419495908.543923","465254431.96005","575471323.529412","648940350.877193","679352433.628319","594810152.740341","692079581.151832","960765042.979943","1109343235.57237","1100476190.47619","1114926660.91458","1294995964.48749","995278514.588859","1087450199.20319","856890498.625834","490181456.62441","660106321.417031","1055083945.37738","932974411.917142","649644097.566129","780098205.215036","679997997.597116","768812334.801762","911915970.683484","870758739.40678","941742152.709895","850218033.622007","672375927.347148","669384768.87263","635874002.198748","1074851475.17873","1236235826.58409","1369685676.56203","1430217080.66487","1627058424.93809","1862116290.541","2126679543.58623","2451896435.20157","2419014960.19967","2578159803.94597","2932274309.3957","3789251613.36066","4920343316.87093","5015180725.3416","4252029353.82191","3862721266.02162","3719443418.26155","4085114387.55605","4076578698.79107","4062906265.7332","4249234704.01866","4094563859.43556","3809832236.95959",
"El Salvador","SLV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","877720000","929520000","976200000","1009760100","1049400000","1132920000","1186120000","1263720000","1442320000","1665880000","1884120100","2328280100","2941640100","3127960000","3463639900","3573959900","3437200200","3399189100","3506347800","3661683400","3800368600","3771663200","3958045800","4189880000","4372215300","4817542204","5252342400","5813399300","6680269200","7679384000","8921947100","9586327800","10221705900","10936669900","11284197000","11784927700","12282533600","12664190300","13243892200","13724810900","14698000000","15999890000","17011750000","17986890000","17601620000","18447920000","20283780000","21386150000","21990960000","22593470000","23438240000","24191430000","24979190000","26020850000","26881140000","24921190000","29043140000","31988920000","34015620000",
"San Marino","SMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1109098657.57511","1005159388.24397","1077413479.05282","1168269230.76923","1464326160.8154","1723750000","1785847531.40157","1908167105.75837","2185874623.59704","2393437820.41892","2056126701.86163","1881191949.98998","1813717694.56092","1604701051.1653","1678741201.5731","1673910988.24105","1419400403.82788","1468342430.7393","1528621195.4832","1655354303.86998","1616188702.33964","1541247883.99351","1855382833.1165","","",
"Somalia","SOM","GDP (current US$)","NY.GDP.MKTP.CD","180459936.776025","191659914.376034","203531927.547229","216145935.941626","229529912.668035","243725898.029641","257375897.049641","271781886.807245","286719885.312046","306357284.571429","347985394.285714","347039445.705569","447883941.190165","483699610.602563","572504035.901509","757015878.792693","871344245.115171","498550724.637681","564571823.20442","589566929.133858","602515548.452104","699302473.050095","774578931.96392","735408641.768548","787434541.728857","875702247.191011","916590786.326105","1018972664.4638","1051596967.1287","1181360843.93549","1031282081.16683","717974929.763158","709297578.5","1260132955.78746","1481205097.98113","1534756134.55022","1792234297.39194","2191749013.58124","2962047564.41651","3045751527.66005","3412797450.20112","2252847464.68608","2192684134.59273","2836724351.5616","3859592813.10255","4683246454.10048","5026743282.04251","5430713728.89074","5913620292.90573","2948594552.44952","2687807003.73935","2906000096.93249","4041702388.86633","5836021227.47597","6537360532.64359","6984947145.09508","7390796616.52817","8252394373.29698","8278212314.40466","9420431258.24747","9204140383.17612","9838711529.45848","10419541202.0391","11679800110.1523",
"Serbia","SRB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19374911219.6327","20302145339.4017","16832598870.0565","21818007448.7896","25676487999.5941","19457979423.376","19388663551.0012","6875845986.52121","12960546471.3782","17120906918.3503","22482365321.7656","26141968161.0924","27683225959.2468","32482070360.3204","43170990616.4729","52194221468.5007","45162894380.9318","41819468691.8251","49258136128.9672","43309252921.0567","48394239474.6762","47062202418.8864","39655949731.3816","40692661657.284","44179075778.9267","50640662859.4987","51514242938.6734","53356484591.4378","63101042897.707","63563410720.7093","75187125426.7375",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (current US$)","NY.GDP.MKTP.CD","33090214943.7541","34977868084.0241","37290528805.2637","40204671362.367","43801439277.2921","47294334233.7498","51087667657.4828","52466543011.9419","55815747943.2069","62314473363.1427","70436667210.8365","71791051605.5452","80983186014.2039","103240920672.42","131389895027.585","144581341758.619","157959271369.327","171680235862.62","190571667081.916","227962103835.564","290218140808.147","402288463246.045","371770082938.541","334284647100.212","299763709595.548","284674940036.135","265263726338.665","298330151730.224","312818799587.882","316929212105.454","373310030639.63","401440135786.802","362732355954.03","368788820474.06","377141069076.599","479946737825.968","535109490236.322","564078278693.635","565282335758.634","403403922297.954","427688179170.896","409106816914.196","445363669974.506","561066946684.464","696791130087.664","826950419336.099","975498431473.479","1129464143218.9","1280460471257.33","1223187004131.93","1447125748526.33","1626613553670.39","1689385832315.55","1796174725333.69","1872887522796.95","1667230590352.53","1520442531814.64","1624180269855.8","1779124613364.58","1828592235182.87","1714838253754.94","1931278037791.87","2059044970799.4","2030607752381.92",
"South Sudan","SSD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14586253383.0632","12231264525.0671","14602072410.9506","14907308932.7534","11931472169.4915","18426469016.9492","13962212847.4576","11997800760.2242","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP (current US$)","NY.GDP.MKTP.CD","33100575536.1519","34987537580.4187","37301164846.1289","40216476667.5322","43814559609.5559","47307327015.7564","51101227867.5842","52480175559.7126","55828395268.8249","62326882332.9846","70450505277.5343","71808603912.1763","81009348078.5859","103271918272.487","131425199632.085","144620557455.557","157998919278.349","171735221254.976","190647815141.546","228080239167.822","290362860824.319","402431915039.562","371908928471.026","334425214800.039","299912178648.045","284844527262.795","265479043488.55","298589909448.851","313116659995.553","317250593015.61","373699392898.216","401833867991.943","363195310898.815","369295608234.082","377661276291.102","480489469166.275","535646189852.022","564679173393.117","565932096595.183","404070839322.177","428346156747.99","409772900328.954","446110426619.537","561821496869.847","697688286597.488","827932293880.68","976583731601.043","1130543907099.93","1281440068651.62","1224037905752.37","1448107365068.66","1627672472377.66","1690475240154.75","1797507885741.07","1874275100667.03","1668662993704.66","1522011045162.78","1625855640496.81","1780908927291.34","1830460925279.6","1716220805506.51","1932765211586.67","2061102939319.23","2032749202553.06",
"Small states","SST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","4466735993.26499","5000430794.95479","5807495690.05884","7469620100.45201","10181292908.153","10730993243.3391","12168150478.281","14608238751.2485","16966306081.2049","20881578098.2434","27438523048.7579","27861833675.1996","27745498253.7588","27080519124.3598","28011425418.3165","28142756692.1354","29954795791.2378","35074153055.1231","38433795911.27","39127757025.4507","44747769951.5554","46967025003.5239","50718222735.8807","50463646244.4272","53830919903.9801","61225931020.1428","64221535016.1765","67849318093.3937","69616675805.4372","73166388467.0884","76825026679.5082","77134382257.573","83440932716.7072","98713950502.9043","114440630217.562","128662946618.187","144640135773.94","169972566983.963","185058112528.301","164140722544.822","174536267000.423","195163537455.56","196184993723.708","203747883009.378","210645325825.077","195342695295.027","202183604189.062","222189517961.591","240866904455.296","243792423417.39","219068216684.633","254207327038.415","281850778773.269","298978248910.632",
"Sao Tome and Principe","STP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","37211810.7000195","37289066.2624725","41430878.7797771","56011606.0112086","57817986.5363244","60102309.3636538","52039548.5866403","49207781.8165877","55044150.4478365","65755141.7796751","81663164.7784139","83500282.0012995","80306989.0258365","75110646.1004472","78213203.8395149","82733794.1191532","115928950.956735","115953392.304332","99001149.0722815","98545367.4238177","119297935.678506","107484142.71556","94861780.6228352","125742228.756741","131338414.584209","103695236.781001","135188165.74708","91920274.2401657","72285403.8423458","77302211.9248351","76198394.8202671","75951133.3777948","85171073.8777498","102085769.123419","114582283.916382","136450662.390592","142775104.081626","149146918.888611","188021165.00338","200668065.03175","190021192.489536","226455001.243083","229371348.202606","267041747.584354","293119143.246825","259999643.047388","292267272.196925","322002845.229335","383717327.830508","412976064.479214","471229484.607144","524402450.755612","542686976.457587","603240748.954207",
"Suriname","SUR","GDP (current US$)","NY.GDP.MKTP.CD","99650000","107700000","116150000","125950000","134400000","154150000","190350000","220700000","241350000","259650000","274900000","301000000","311950000","339450000","409850000","465500000","505500000","641500000","735500000","782500000","795000000","889000000","915000000","883500000","864000000","873000000","891000000","980000000","1161000000","542600000","388400000","448100000","404600000","428764705.882353","605492537.313433","691590497.737557","861372806.2082","926422500","1110850000","886290697.674419","947671969.69697","834279357.798165","1093574468.08511","1274190311.41869","1484092538.40527","1793410397.38738","2626380435.17877","2936612021.85792","3532969034.60838","3875409836.06557","4368370997.92126","4422276621.78703","4980000000","5145757575.75758","5240606060.60606","5126237646.22072","3317421648.09918","3591679430.99988","3996198866.57453","4016040575.08796","2911807496.20227","3081401725.88833","3620987993.32637","3782437296.04323",
"Slovak Republic","SVK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12747380650.0762","14272201755.4704","15495514296.8042","16520676973.5301","20162936291.375","25840146405.2288","27925036755.3866","27706028095.6157","29856000671.216","30463670123.5931","29242558796.5507","30778781606.9575","35297794385.6863","46919965224.1497","57437444469.087","62808723476.719","70767338922.4411","86563986799.2505","100879902984.983","89399303222.155","91162836320.3502","99922685424.8835","94623731085.6106","98935222174.8603","101437045019.901","88900883130.8374","89952699524.894","95649966260.9802","106137924015.593","105711680180.565","106737868873.941","118563266602.359","115584743573.553","132793622283.071",
"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19817923035.8432","14444213919.8623","14267106463.693","14439020929.0232","16389101593.5269","21352224019.4096","21507232648.7252","20763101740.6963","22146231967.6861","22711384311.1404","20289627636.6767","20876309970.385","23489890274.3142","29634713641.0968","34414784504.2352","36206395970.6504","39481045038.2637","48067401207.3978","55779427739.6609","50567734885.9613","48208240226.4501","51583869785.1849","46577793184.0031","48415657264.8758","49997186439.0916","43107506024.3254","44766722790.5826","48589100043.0954","54177882425.8431","54386654313.9685","53734526854.2289","61832201543.8285","60063475466.3446","68216781410.5228",
"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD","15953203852.6831","17354781170.8613","18821353528.9936","20371666154.3761","22718426804.3529","25000191834.4649","27194141951.3307","29517675437.3889","31323283317.2145","34016617941.5889","38092452060.6201","41566412922.6087","48954145808.8359","59404966684.2214","66013338964.725","82885397620.5385","89362071672.9034","94468740851.4816","104442351222.751","123386410160.715","142092068280.689","129686938223.328","114380557730.876","105014356666.797","109201362581.3","114123537581.794","150498057723.623","183009638350.893","206986674500.588","217948315624.564","261846194498.885","274229034311.699","284321115594.629","212953336588.123","229033566614.826","267305875261.099","291743811512.079","268146144677.73","270809066780.714","274072182416.731","262835454366.855","242395852494.409","266849061835.659","334337212322.076","385118044877.465","392218088878.779","423093437423.762","491252589217.021","517706149201.196","436537014293.554","495812558843.31","574094112972.733","552483727282.802","586841821796.891","581964017237.095","505103781349.757","515654671469.547","541018749769.097","555455371487.089","533879529188.454","547054174235.876","639714956069.468","590409594949.102","593267701033.408",
"Eswatini","SWZ","GDP (current US$)","NY.GDP.MKTP.CD","35076845.9692616","43026042.7895829","45927961.6288154","54129438.3482247","64980554.0077784","70279971.8880112","76859969.2560123","74759970.096012","79799968.0800128","105419957.832017","112139955.144018","136462080.739132","146736479.235097","221915127.550763","264320940.959002","288299788.508035","272550068.137517","304060076.015019","340630085.157521","412093133.760988","541976852.577057","570774824.830585","537568059.413381","555336145.767884","494483408.878468","360079419.385958","449140318.385038","584126092.258819","692026454.737872","696921542.378265","1114694040.66987","1156135717.94598","1284759927.54594","1357189551.68431","1419294254.4183","1698989463.99106","1602741833.70552","1716714070.12471","1576908856.34674","1547888495.98428","1738093840.36607","1542477308.89408","1432221739.12342","2197598466.25447","2770082791.50412","3178112498.67911","3291330019.17287","3469381231.49049","3294084314.15058","3580428052.81393","4438765085.93784","4820478680.18375","4886551483.93374","4597552981.56738","4422986271.74767","4063245671.29285","3816019193.16561","4402969225.92165","4666598024.18411","4495267265.76464","3982236693.8316","4850842540.99267","4790922788.70864","4597855845.04276",
"Sint Maarten (Dutch part)","SXM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936089385.47486","985865921.787709","1022905027.93296","1361811508.37989","1417888715.0838","1427017206.70391","1353212122.90503","1259200446.92737","1407880446.92737","1236428100.55866","1353071061.45251","1537088715.0838","1623165683.12849",
"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD","12012024.6246505","11592023.7636487","12642025.9161531","13923028.5422085","15393031.5557147","15603031.9862156","16443033.7082191","16632032.1339974","16074027.6473276","16452028.2974887","18432031.7030945","21965950.7711142","30645122.9204727","36896280.4764104","43134496.1645367","47803145.9480985","49278981.7550701","64526401.4638544","85552365.8005137","127261099.223864","156783829.540281","163750728.211341","157211789.70543","156098236.95757","160992921.001345","179691482.681002","221147061.34835","265212956.902919","301985618.111561","324333366.456377","392163560.879912","398307169.860405","461409398.855893","504230620.551871","517570058.151034","540733047.733048","535250347.089479","598966982.350186","647287375.762528","662838614.880674","654212394.27164","662064155.920692","742134837.50919","750847230.099263","893012218.181818","977899381.818182","1081441283.31798","1077308813.82945","979597394.293453","850901620.433301","981616542.328454","1058918707.26124","1089407839.19709","1333160407.38516","1387577870.08161","1432403352.12944","1568513348.14463","1675370641.01416","1784313926.76807","1868690096.73454","1382551751.56908","1487173794.80528","2057968519.83091","2141450171.13932",
"Syrian Arab Republic","SYR","GDP (current US$)","NY.GDP.MKTP.CD","857704431.687946","945244992.212903","1110565863.54353","1200447429.36908","1339494290.43932","1472036550.71182","1342287556.58291","1580229795.12545","1753746369.68537","2245011571.98558","2140383979.21637","2589851240.51908","3059681664.74347","3239487611.77992","5159556980.84401","6826980534.8896","7633528673.68035","7696011416.84106","9275200184.60893","9929681649.33651","13062420540.9115","15518201653.8287","16298929565.2702","17589277049.8409","17503077755.1825","16403540489.6116","13293205173.0678","11356215250.5632","10577041826.0519","9853395871.83228","12308624283.9564","12981833333.3333","13253565898.9558","13695962019.2084","10122020000","11396706586.8263","13789560878.2435","14505233463.035","15200846153.8462","15873875968.9922","18937052543.4373","20237024724.7039","20669357462.3831","21828144686.0394","25086950495.0495","28858965517.2414","33751788856.305","40465318382.0585","52557913192.8669","54111735241.5414","61390831317.8635","67539427670.9958","43190317724.7088","21361254647.9904","21502061462.2122","16466863097.2125","12597854884.462","16369843341.3865","21497782880.7488","22583045052.56","11155888304.0023","8980060818.72145","","",
"Turks and Caicos Islands","TCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358744800","366707900","409753600","485598800","578645800","721891500","773489700","862683600","703175800","686787800","728789600","727161000","754238000","841070000","942070000","1032452000","1028941663.2","1128749004.5304","1177285211.72521","774653669.315186","1045782453.5755","1228794382.95121","1402054390.94734",
"Chad","TCD","GDP (current US$)","NY.GDP.MKTP.CD","313582728.147574","333975336.110722","357635713.41932","371767002.194886","392247517.728482","416926303.316872","432794921.680489","449826322.613453","453980096.208711","471635621.561599","469266736.650677","501866730.148987","585427546.798272","647199482.982537","652532795.084805","864602104.679653","866044962.016274","935360464.701341","1113920123.76723","1004316496.35051","1033002403.85304","876937558.273757","834369859.663018","832415806.010064","919103734.876996","1033069709.3319","1067828245.86207","1163426852.20442","1482597297.98821","1433686312.02914","1738605557.76313","1877137981.75712","1881847669.69794","1463251163.9188","1179837963.22213","1445919894.57661","1607345355.78298","1544689576.92712","1744794531.21401","1534673583.2487","1388506771.58756","1710843377.00119","1997005708.81576","2742815071.5744","4422855660.82592","6649307523.64377","7428701453.91509","8650137743.32547","10393833765.3651","9290728318.98821","10668103554.1192","12172308851.0395","12367362757.1342","12953534866.4286","13940767218.5849","10950392256.9543","10097778098.1707","10000394381.0177","11239167898.3395","11314951091.7283","10715396042.3343","11779981332.16","12396807590.173","13149325358.7383",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (current US$)","NY.GDP.MKTP.CD","80685253692.5945","71080358604.4632","64831016133.1163","70122068232.9255","81001305880.1152","94384459808.692","103261886869.933","100260302962.276","101361171163.813","113979914632.67","126925824955.441","136308104532.469","155206086487.189","195230976298.044","221266224978.823","248314930807.902","252480818646.653","290997332088.262","282442095787.083","327022734234.346","377278090540.096","402781052862.14","423018664643.249","442928582970.242","479908249961.404","525455548823.691","524069708489.486","518006044265.901","574989854347.4","621581734307.141","666023749316.958","722767477607.535","810543820351.351","889640444606.356","1070671695089.99","1320533045024.54","1516598824011.77","1568818619868.31","1431583336978.22","1576109357627.01","1734140610323.9","1844983469200.51","2041978325525.65","2311138073121.47","2679766961249.68","3104015775227.44","3738299975924.3","4726058406128.56","5979821324679.65","6483346119173.79","7890862049222.1","9638846002337.58","10746721177079.8","11855481580395.5","12784467992142.2","13306887306272.5","13597889126598.8","14862823962899.4","16619890220308.8","17192020073785.4","17465773779184.1","20814269278438.4","21087707522778","21124121301342.6",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","985742836447.476","957406797905.597","1016696527904.27","998575587092.448","925302955135.081","922190800146.806","834356408944.46","923817586373.639","950432338921.897","980301520759.239","947639106110.632","821600621769.225","894544257579.766","909540184630.042","1022700571400.73","1258197590827.01","1628013567626.74","2039292026212.71","2466363795862.12","3172404499923.27","3926836234821.61","3113738044750.08","3657869416963.52","4450219264234.29","4646863189589.23","4915748484819.64","4644397266377.62","3627947465522.13","3486198200219.98","3909728235465.93","4077637180273.38","4159709661061.93","3900798423599.77","4623633114358.75","5220065561112.42","5466276097557.08",
"Togo","TGO","GDP (current US$)","NY.GDP.MKTP.CD","171057069.136481","178497098.26394","186745757.857607","202305865.237247","234572186.456989","264505506.021842","305227594.819491","327215843.63611","341691567.465322","378091809.603442","358665753.907748","404648367.768183","474043921.844279","574030983.980815","791450308.363492","871781686.906775","874681611.930244","1097893825.98951","1164025637.26351","1259365711.53559","1604836915.96492","1359026709.44975","1160337039.38187","1081387264.60679","1014170069.21639","1076604520.42394","1498219578.86959","1763978065.83701","1947208354.22587","1910635575.37966","2299665505.61552","2262767860.14225","2390796916.00249","1741944426.31966","1387662121.48409","1849110468.20595","2069506014.5337","2116818622.89851","2241650112.2529","2226577203.96429","2106848752.25468","2093498674.44312","2410199032.43261","2987984050.94186","3191561508.73414","3221910408.43007","3320907721.81095","3759964943.40568","4578849658.06066","4721890900.13889","4746389531.71369","5422442166.41062","5413544658.5045","6021732977.26811","6393318261.86007","5755461035.44333","6071170959.12093","6387422517.69225","7029300383.08031","6992700101.37188","7400284167.78479","8342243645.94438","8169476148.95692","9171261835.06264",
"Thailand","THA","GDP (current US$)","NY.GDP.MKTP.CD","2760750860.62197","3034037810.96795","3308912796.93487","3540403456.55305","3889129942.30769","4388937649.03846","5279230817.30769","5638461442.30769","6081009427.88461","6695336567.30769","7086538437.5","7375000024.03846","8177873151.04224","10838587357.7466","13702998512.4492","14882770593.9796","16985208648.2112","19779312261.3155","24006566636.6855","27371650824.5092","32353514988.7287","34846039193.6131","36589772403.7566","40042798388.4951","41797647775.6238","38900711332.5373","43096773980.8569","50535446554.8769","61667253471.3736","72250748099.9762","85343190719.0107","98234714971.0612","111452746517.655","128889262951.157","146683778959.101","169278916592.843","183035237429.281","150180456565.728","113675596787.738","126669211778.94","126392224253.794","120296476180.402","134300904400.022","152280615245.887","172895685154.658","189318408468.595","221758296021.621","262942621455.053","291382982430.951","281710630187.319","341104766329.17","370818739623.622","397558325278.579","420333654592.547","407339040197.651","401296238228.084","413366349747.508","456356813536.764","506754208404.485","543976691793.886","500461898480.246","506256494297.34","495645210972.751","514944993833.578",
"Tajikistan","TJK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2603571428.57143","2550943396.22642","1908554572.27139","1646623195.15603","1522001205.54551","1231561860.39946","1043654822.33503","921518032.909326","1320199581.52261","1086612290.27171","860541842.263697","1080772551.29433","1221106220.2868","1555318261.4172","2076176869.41089","2312352020.6689","2830213848.6203","3719524540.86193","5161299725.27673","4979472364.4534","5642221099.17704","6522756255.012","7633036903.07634","8448411318.25417","9112605459.32845","8271431485.07484","6992416096.89018","7536402852.85802","7764999999.45362","8300813599.3084","8133963550.65742","8937805347.13963","10713525200.3998","12060602008.8478",
"Turkmenistan","TKM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2500000000","2700000000","2800000000","3000000000","2950000000","3200000000","3180952380.95238","2560939794.41997","2482249252.85059","2378759975.44506","2450350625.10407","2605689134.49042","2450564100.18292","2904663310.9825","3534772732.39746","4462029108.72349","5977440582.80171","6838351088.46688","8103901996.37024","10276674364.8961","12664165103.1895","19271523178.8079","20214385964.9123","22583157894.7368","29233333333.3333","35164210526.3158","39197543859.6491","43524210526.3158","35799714285.7143","36169428571.4286","37926285714.2857","40765428571.4286","45232857142.8571","45818000000","50007428571.4286","56542857142.8571","59887334844.0651",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","944566530515.018","1034598506513.31","1124702232048.29","1232756088301.55","1467156610889.9","1715278789092.88","1856211576641.38","2017401470167.41","2212848167141.82","2234145456857.45","2003326360339.1","2214793108979.01","2161567505918.14","1927469572333.21","1960572727991.55","2264753929049.28","2751720692302","3234376593372.23","3826508335402.83","4465251653168.29","4176119188574.45","5210710546171.91","5940252657561.23","6005862490255.01","6154592516614.85","6270841236825.2","5194835549016.91","5053700630074.01","5631949735822.71","5506072829643.66","5413987316641.17","4561296585538.66","5310337203631.62","6045250902748.99","6772781697090.74",
