Date,Messenger,Facebook,Instagram,2048,Snapchat,Spotify,BeReal,Photos,TikTok,Chrome,mBank,Youtube,Tinder,Callendar,X,Uber Eats,Chess,Netflix,Fitatu
2024-12-20,00:01:00,00:47:00,00:51:00,00:32:00,00:33:00,00:05:00,00:06:00,00:00:00,00:27:00,00:23:00,00:00:00,00:04:00,00:01:00,00:00:00,00:00:00,00:00:00,00:10:00,00:00:00
2024-12-21,01:40:00,03:01:00,00:21:00,00:46:00,00:56:00,00:04:00,00:02:00,00:11:00,00:15:00,00:04:00,00:00:00,00:00:00,00:05:00,00:00:00,00:00:00,00:00:00,00:05:00,00:00:00
2024-12-22,00:40:00,00:47:00,00:05:00,00:24:00,00:13:00,00:12:00,00:01:00,00:06:00,00:33:00,00:11:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-23,00:26:00,00:18:00,00:05:00,00:11:00,00:11:00,00:07:00,00:05:00,00:00:00,00:06:00,00:02:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-24,00:31:00,00:14:00,00:00:00,00:14:00,00:12:00,00:01:00,00:04:00,00:03:00,00:13:00,00:03:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-25,01:21:00,00:05:00,00:01:00,00:01:00,00:04:00,00:15:00,00:01:00,00:02:00,00:08:00,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-26,01:18:00,00:08:00,00:05:00,00:05:00,00:10:00,00:13:00,00:00:00,00:02:00,00:02:00,00:07:00,00:00:00,00:00:00,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-27,00:50:00,00:10:00,00:02:00,00:20:00,00:09:00,00:10:00,00:00:00,00:04:00,00:07:00,00:08:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-28,01:11:00,00:21:00,00:07:00,00:09:00,00:14:00,00:09:00,00:05:00,00:00:00,00:24:00,00:11:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-29,00:40:00,00:15:00,00:00:00,00:01:00,00:23:00,00:10:00,00:01:00,00:04:00,00:15:00,00:09:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-30,00:35:00,00:03:00,00:02:00,00:11:00,00:02:00,00:09:00,00:01:00,00:07:00,00:04:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-31,01:04:00,00:29:00,00:14:00,00:17:00,00:10:00,00:17:00,00:01:00,00:05:00,00:00:00,00:04:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2025-01-01,00:46:00,00:42:00,00:12:00,00:27:00,00:20:00,00:09:00,00:03:00,00:00:00,00:47:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:10:00,00:00:00,00:25:00
2025-01-02,00:52:00,00:00:00,00:00:00,00:12:00,00:21:00,00:06:00,00:00:00,00:06:00,00:36:00,00:09:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:04:00,00:00:00,00:20:00
2025-01-03,00:18:00,00:30:00,00:00:00,00:18:00,00:23:00,00:08:00,00:09:00,00:00:00,00:19:00,00:16:00,00:04:00,00:00:00,00:06:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:13:00
2025-01-04,00:48:00,00:33:00,00:00:00,00:34:00,00:16:00,01:21:00,00:05:00,00:00:00,00:15:00,00:13:00,00:00:00,00:00:00,00:05:00,00:00:00,00:00:00,00:00:00,00:09:00,00:00:00,00:40:00
2025-01-05,00:38:00,00:57:00,00:00:00,00:33:00,00:11:00,00:10:00,00:04:00,00:00:00,01:27:00,00:09:00,00:00:00,00:00:00,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:13:00
2025-01-06,00:37:00,01:31:00,00:02:00,00:18:00,00:26:00,00:05:00,00:04:00,00:00:00,00:08:00,00:09:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:03:00
2025-01-07,00:48:00,00:59:00,00:13:00,00:47:00,00:23:00,00:22:00,00:09:00,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,00:03:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00
2025-01-08,00:46:00,00:16:00,00:00:00,00:21:00,00:10:00,00:34:00,00:07:00,00:00:00,00:18:00,00:25:00,00:02:00,00:23:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:16:00
