outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Marijuana Use in the Past Month,26 or Older,2006-08,"Montana Region 5",0.0782085072,0.0577359285,0.1051305118
Marijuana Use in the Past Month,12 or Older,2006-08,"Nebraska",0.049325963,0.041251048,0.0588844655
Marijuana Use in the Past Month,12 to 17,2006-08,"Nebraska",0.0587225474,0.0473171342,0.0726674451
Marijuana Use in the Past Month,18 or Older,2006-08,"Nebraska",0.0482645111,0.0397830889,0.0584440467
Marijuana Use in the Past Month,18 to 25,2006-08,"Nebraska",0.1379184603,0.1152197678,0.1642587024
Marijuana Use in the Past Month,26 or Older,2006-08,"Nebraska",0.0313550506,0.0236723026,0.0414254079
Marijuana Use in the Past Month,12 or Older,2006-08,"Nebraska Region 3",0.0430981026,0.0303453272,0.0608738374
Marijuana Use in the Past Month,12 to 17,2006-08,"Nebraska Region 3",0.0573008048,0.0387447404,0.0839676422
Marijuana Use in the Past Month,18 or Older,2006-08,"Nebraska Region 3",0.0414944771,0.0286392891,0.0597648891
Marijuana Use in the Past Month,18 to 25,2006-08,"Nebraska Region 3",0.1287751987,0.0902573337,0.1804699655
Marijuana Use in the Past Month,26 or Older,2006-08,"Nebraska Region 3",0.0253290997,0.0154955005,0.0411424088
Marijuana Use in the Past Month,12 or Older,2006-08,"Nebraska Region 4",0.0414819031,0.0289368719,0.0591343986
Marijuana Use in the Past Month,12 to 17,2006-08,"Nebraska Region 4",0.0513415893,0.0345777829,0.0755963281
Marijuana Use in the Past Month,18 or Older,2006-08,"Nebraska Region 4",0.0402728295,0.027503195,0.0586140149
Marijuana Use in the Past Month,18 to 25,2006-08,"Nebraska Region 4",0.1137971267,0.0801294225,0.1591632153
Marijuana Use in the Past Month,26 or Older,2006-08,"Nebraska Region 4",0.0274467764,0.0167397946,0.04469081
Marijuana Use in the Past Month,12 or Older,2006-08,"Nebraska Region 5",0.0513993658,0.0396081292,0.0664579199
Marijuana Use in the Past Month,12 to 17,2006-08,"Nebraska Region 5",0.0590400819,0.0417825055,0.0828096147
Marijuana Use in the Past Month,18 or Older,2006-08,"Nebraska Region 5",0.0506395557,0.0385391974,0.0662772338
Marijuana Use in the Past Month,18 to 25,2006-08,"Nebraska Region 5",0.1358174249,0.1053443757,0.1733969717
Marijuana Use in the Past Month,26 or Older,2006-08,"Nebraska Region 5",0.0317694118,0.0214213376,0.0468769017
Marijuana Use in the Past Month,12 or Older,2006-08,"Nebraska Region 6",0.054651967,0.0422482124,0.0704295765
Marijuana Use in the Past Month,12 to 17,2006-08,"Nebraska Region 6",0.0620405257,0.0446462157,0.0856044729
Marijuana Use in the Past Month,18 or Older,2006-08,"Nebraska Region 6",0.0537783666,0.0408748309,0.0704561139
Marijuana Use in the Past Month,18 to 25,2006-08,"Nebraska Region 6",0.1528865868,0.1177191234,0.1962234225
Marijuana Use in the Past Month,26 or Older,2006-08,"Nebraska Region 6",0.0358384628,0.0246272008,0.0518820468
Marijuana Use in the Past Month,12 or Older,2006-08,"Nebraska Regions 1 and 2",0.0405607451,0.0297690262,0.0550426812
Marijuana Use in the Past Month,12 to 17,2006-08,"Nebraska Regions 1 and 2",0.0555243046,0.0400553463,0.0764911921
Marijuana Use in the Past Month,18 or Older,2006-08,"Nebraska Regions 1 and 2",0.0388553838,0.0279393442,0.0538003232
Marijuana Use in the Past Month,18 to 25,2006-08,"Nebraska Regions 1 and 2",0.1228757868,0.0899185291,0.1657131268
Marijuana Use in the Past Month,26 or Older,2006-08,"Nebraska Regions 1 and 2",0.025137748,0.01642247,0.0382980656
Marijuana Use in the Past Month,12 or Older,2006-08,"Nebraska Region 1",0.0424447108,0.0285609463,0.0626423085
Marijuana Use in the Past Month,12 to 17,2006-08,"Nebraska Region 1",0.0559639498,0.0365599009,0.0847605914
Marijuana Use in the Past Month,18 or Older,2006-08,"Nebraska Region 1",0.0409244047,0.0269380087,0.0617120829
Marijuana Use in the Past Month,18 to 25,2006-08,"Nebraska Region 1",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"Nebraska Region 1",0.0265901017,0.0157254275,0.0446208703
Marijuana Use in the Past Month,12 or Older,2006-08,"Nebraska Region 2",0.0389355524,0.0264380515,0.0569948813
Marijuana Use in the Past Month,12 to 17,2006-08,"Nebraska Region 2",0.055153391,0.0360807359,0.0834353685
Marijuana Use in the Past Month,18 or Older,2006-08,"Nebraska Region 2",0.0370660277,0.0245631961,0.0555703281
Marijuana Use in the Past Month,18 to 25,2006-08,"Nebraska Region 2",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"Nebraska Region 2",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,12 or Older,2006-08,"Nevada",0.0640708539,0.0532372267,0.0769299564
Marijuana Use in the Past Month,12 to 17,2006-08,"Nevada",0.0811250063,0.0655358154,0.10002551
Marijuana Use in the Past Month,18 or Older,2006-08,"Nevada",0.0621374744,0.050749759,0.0758762232
Marijuana Use in the Past Month,18 to 25,2006-08,"Nevada",0.1545184619,0.1297102204,0.1830733902
Marijuana Use in the Past Month,26 or Older,2006-08,"Nevada",0.0482456462,0.0368341844,0.0629613481
Marijuana Use in the Past Month,12 or Older,2006-08,"Nevada Clark - Region 1",0.0591751233,0.0475081899,0.0734861414
Marijuana Use in the Past Month,12 to 17,2006-08,"Nevada Clark - Region 1",0.0763087124,0.0587330078,0.0985929977
Marijuana Use in the Past Month,18 or Older,2006-08,"Nevada Clark - Region 1",0.0572194808,0.0449889137,0.072522523
Marijuana Use in the Past Month,18 to 25,2006-08,"Nevada Clark - Region 1",0.147454938,0.1194846708,0.1806296122
Marijuana Use in the Past Month,26 or Older,2006-08,"Nevada Clark - Region 1",0.0439100865,0.031793941,0.0603556658
Marijuana Use in the Past Month,12 or Older,2006-08,"Nevada Region 3",0.0735671391,0.0523493344,0.102455003
Marijuana Use in the Past Month,12 to 17,2006-08,"Nevada Region 3",0.0934027415,0.0649622159,0.132529746
Marijuana Use in the Past Month,18 or Older,2006-08,"Nevada Region 3",0.0712599689,0.0494883504,0.101586009
Marijuana Use in the Past Month,18 to 25,2006-08,"Nevada Region 3",0.1626638061,0.1179552768,0.220089819
Marijuana Use in the Past Month,26 or Older,2006-08,"Nevada Region 3",0.0573481416,0.0367875424,0.0883460941
Marijuana Use in the Past Month,12 or Older,2006-08,"Nevada Washoe - Region 2",0.0780137609,0.0576760193,0.1047259941
Marijuana Use in the Past Month,12 to 17,2006-08,"Nevada Washoe - Region 2",0.0928281477,0.0654615712,0.1300434646
Marijuana Use in the Past Month,18 or Older,2006-08,"Nevada Washoe - Region 2",0.0764214529,0.055490505,0.1043750596
Marijuana Use in the Past Month,18 to 25,2006-08,"Nevada Washoe - Region 2",0.1770100438,0.1334713757,0.2309655964
Marijuana Use in the Past Month,26 or Older,2006-08,"Nevada Washoe - Region 2",0.0601409093,0.0402030937,0.0890490615
Marijuana Use in the Past Month,12 or Older,2006-08,"New Hampshire",0.0878790775,0.076348418,0.1009608259
Marijuana Use in the Past Month,12 to 17,2006-08,"New Hampshire",0.0925113867,0.0769327323,0.1108657834
Marijuana Use in the Past Month,18 or Older,2006-08,"New Hampshire",0.0873702006,0.0750653916,0.10147075
Marijuana Use in the Past Month,18 to 25,2006-08,"New Hampshire",0.2680582214,0.2393375097,0.2988712782
Marijuana Use in the Past Month,26 or Older,2006-08,"New Hampshire",0.0596144871,0.0474153264,0.0747061388
Marijuana Use in the Past Month,12 or Older,2006-08,"New Hampshire Central",0.0888335742,0.0724435041,0.1084980816
Marijuana Use in the Past Month,12 to 17,2006-08,"New Hampshire Central",0.0938311396,0.072114106,0.1212337238
Marijuana Use in the Past Month,18 or Older,2006-08,"New Hampshire Central",0.0883131808,0.0713053315,0.108902059
Marijuana Use in the Past Month,18 to 25,2006-08,"New Hampshire Central",0.2552438362,0.215138022,0.2999686763
Marijuana Use in the Past Month,26 or Older,2006-08,"New Hampshire Central",0.0600683622,0.0441441234,0.0812487186
Marijuana Use in the Past Month,12 or Older,2006-08,"New Hampshire Central 1",0.0908124653,0.0700225829,0.1169983595
Marijuana Use in the Past Month,12 to 17,2006-08,"New Hampshire Central 1",0.0950416402,0.0674544713,0.1323104963
Marijuana Use in the Past Month,18 or Older,2006-08,"New Hampshire Central 1",0.090385943,0.0689853516,0.1175869236
Marijuana Use in the Past Month,18 to 25,2006-08,"New Hampshire Central 1",0.2573956528,0.2033340593,0.3200563674
Marijuana Use in the Past Month,26 or Older,2006-08,"New Hampshire Central 1",0.0588807148,0.0399437969,0.0859912874
Marijuana Use in the Past Month,12 or Older,2006-08,"New Hampshire Central 2",0.0869547025,0.0666234173,0.1127410059
Marijuana Use in the Past Month,12 to 17,2006-08,"New Hampshire Central 2",0.0927442439,0.0654250584,0.1298855557
Marijuana Use in the Past Month,18 or Older,2006-08,"New Hampshire Central 2",0.0863337181,0.0654325872,0.1131032995
Marijuana Use in the Past Month,18 to 25,2006-08,"New Hampshire Central 2",0.2527547028,0.2024782049,0.3106523714
Marijuana Use in the Past Month,26 or Older,2006-08,"New Hampshire Central 2",0.0611663798,0.0419605411,0.0883522601
Marijuana Use in the Past Month,12 or Older,2006-08,"New Hampshire Northern",0.096271108,0.0728038336,0.126272554
Marijuana Use in the Past Month,12 to 17,2006-08,"New Hampshire Northern",0.0910133164,0.0630888424,0.1295882006
Marijuana Use in the Past Month,18 or Older,2006-08,"New Hampshire Northern",0.096763398,0.0724943414,0.1280355068
Marijuana Use in the Past Month,18 to 25,2006-08,"New Hampshire Northern",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"New Hampshire Northern",0.0634915826,0.0424592789,0.0939203982
Marijuana Use in the Past Month,12 or Older,2006-08,"New Hampshire Southern",0.0855614002,0.0726011942,0.1005842377
Marijuana Use in the Past Month,12 to 17,2006-08,"New Hampshire Southern",0.0922021768,0.073983179,0.1143537124
Marijuana Use in the Past Month,18 or Older,2006-08,"New Hampshire Southern",0.0847889328,0.0710379263,0.1009126073
Marijuana Use in the Past Month,18 to 25,2006-08,"New Hampshire Southern",0.2692637493,0.2334290347,0.3083865335
Marijuana Use in the Past Month,26 or Older,2006-08,"New Hampshire Southern",0.0585442499,0.0452649571,0.0754115523
Marijuana Use in the Past Month,12 or Older,2006-08,"New Hampshire Southern 1 (Rockingham)",0.0914744703,0.0721475934,0.1153350729
Marijuana Use in the Past Month,12 to 17,2006-08,"New Hampshire Southern 1 (Rockingham)",0.1041604792,0.077007789,0.1394407366
Marijuana Use in the Past Month,18 or Older,2006-08,"New Hampshire Southern 1 (Rockingham)",0.0899691757,0.0697766914,0.1152809392
Marijuana Use in the Past Month,18 to 25,2006-08,"New Hampshire Southern 1 (Rockingham)",0.3037655639,0.2460498456,0.368404348
Marijuana Use in the Past Month,26 or Older,2006-08,"New Hampshire Southern 1 (Rockingham)",0.0626616358,0.0444271682,0.0876933523
Marijuana Use in the Past Month,12 or Older,2006-08,"New Hampshire Southern 2",0.0818987848,0.0665920023,0.1003457266
Marijuana Use in the Past Month,12 to 17,2006-08,"New Hampshire Southern 2",0.0845773456,0.0634673922,0.1118699865
Marijuana Use in the Past Month,18 or Older,2006-08,"New Hampshire Southern 2",0.0815910737,0.0655607348,0.1011168663
Marijuana Use in the Past Month,18 to 25,2006-08,"New Hampshire Southern 2",0.2509492251,0.2093908569,0.2976504913
Marijuana Use in the Past Month,26 or Older,2006-08,"New Hampshire Southern 2",0.0559486914,0.0407101222,0.0764368401
Marijuana Use in the Past Month,12 or Older,2006-08,"New Jersey",0.0469642326,0.0394534936,0.0558216936
Marijuana Use in the Past Month,12 to 17,2006-08,"New Jersey",0.0572546556,0.0460469028,0.0709873625
Marijuana Use in the Past Month,18 or Older,2006-08,"New Jersey",0.0458256352,0.0380154539,0.055148412
Marijuana Use in the Past Month,18 to 25,2006-08,"New Jersey",0.1536429584,0.1308999444,0.179521212
Marijuana Use in the Past Month,26 or Older,2006-08,"New Jersey",0.0294891278,0.0222471023,0.0389946053
Marijuana Use in the Past Month,12 or Older,2006-08,"New Jersey Central",0.0510814497,0.0383197546,0.0677935877
Marijuana Use in the Past Month,12 to 17,2006-08,"New Jersey Central",0.0637710166,0.0446542391,0.0902982692
Marijuana Use in the Past Month,18 or Older,2006-08,"New Jersey Central",0.0496680503,0.0366697516,0.0669536145
Marijuana Use in the Past Month,18 to 25,2006-08,"New Jersey Central",0.1763267497,0.1359073764,0.2256281595
Marijuana Use in the Past Month,26 or Older,2006-08,"New Jersey Central",0.031097856,0.0200895529,0.0478437701
Marijuana Use in the Past Month,12 or Older,2006-08,"New Jersey Metropolitan",0.0442919322,0.0333205231,0.0586566804
Marijuana Use in the Past Month,12 to 17,2006-08,"New Jersey Metropolitan",0.0554032263,0.0383334069,0.0794462593
Marijuana Use in the Past Month,18 or Older,2006-08,"New Jersey Metropolitan",0.0430560432,0.0319367791,0.0578154371
Marijuana Use in the Past Month,18 to 25,2006-08,"New Jersey Metropolitan",0.1404291718,0.1077645142,0.1809864754
Marijuana Use in the Past Month,26 or Older,2006-08,"New Jersey Metropolitan",0.0274366857,0.0179347619,0.0417587154
Marijuana Use in the Past Month,12 or Older,2006-08,"New Jersey Northern",0.0407950655,0.0311989208,0.0531807643
Marijuana Use in the Past Month,12 to 17,2006-08,"New Jersey Northern",0.048875648,0.0346408483,0.0685445518
Marijuana Use in the Past Month,18 or Older,2006-08,"New Jersey Northern",0.0399295754,0.0300752972,0.0528367543
Marijuana Use in the Past Month,18 to 25,2006-08,"New Jersey Northern",0.1425154536,0.1097124864,0.1831089865
Marijuana Use in the Past Month,26 or Older,2006-08,"New Jersey Northern",0.0254296634,0.0170085298,0.0378596212
Marijuana Use in the Past Month,12 or Older,2006-08,"New Jersey Southern",0.0545658432,0.0410667211,0.0721683396
Marijuana Use in the Past Month,12 to 17,2006-08,"New Jersey Southern",0.0639931696,0.0455240838,0.0892544776
Marijuana Use in the Past Month,18 or Older,2006-08,"New Jersey Southern",0.0534868379,0.0395663808,0.0719380293
Marijuana Use in the Past Month,18 to 25,2006-08,"New Jersey Southern",0.1602022532,0.1216472006,0.2080821524
Marijuana Use in the Past Month,26 or Older,2006-08,"New Jersey Southern",0.0361532552,0.0240750961,0.0539558594
Marijuana Use in the Past Month,12 or Older,2006-08,"New Mexico",0.0671969736,0.0575380547,0.0783425529
Marijuana Use in the Past Month,12 to 17,2006-08,"New Mexico",0.0896432256,0.0741880425,0.1079427092
Marijuana Use in the Past Month,18 or Older,2006-08,"New Mexico",0.0645504536,0.0543996546,0.0764422395
Marijuana Use in the Past Month,18 to 25,2006-08,"New Mexico",0.1768034774,0.1520757583,0.2045818525
Marijuana Use in the Past Month,26 or Older,2006-08,"New Mexico",0.0436797013,0.0337428908,0.0563720445
Marijuana Use in the Past Month,12 or Older,2006-08,"New Mexico Region 1",0.0625009895,0.048067692,0.0808998615
Marijuana Use in the Past Month,12 to 17,2006-08,"New Mexico Region 1",0.0817338968,0.0590415501,0.1121088108
Marijuana Use in the Past Month,18 or Older,2006-08,"New Mexico Region 1",0.0598775233,0.0450787344,0.0791319789
Marijuana Use in the Past Month,18 to 25,2006-08,"New Mexico Region 1",0.1579435603,0.1203242387,0.2045890975
Marijuana Use in the Past Month,26 or Older,2006-08,"New Mexico Region 1",0.0410873259,0.0278275283,0.0602736805
Marijuana Use in the Past Month,12 or Older,2006-08,"New Mexico Region 2",0.0841766693,0.0619989571,0.1133291051
Marijuana Use in the Past Month,12 to 17,2006-08,"New Mexico Region 2",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,18 or Older,2006-08,"New Mexico Region 2",0.0796403472,0.0574042494,0.1094893099
Marijuana Use in the Past Month,18 to 25,2006-08,"New Mexico Region 2",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"New Mexico Region 2",0.06028002,0.0396958033,0.0905318851
Marijuana Use in the Past Month,12 or Older,2006-08,"New Mexico Region 3 (Bernalillo)",0.0747229817,0.0592659962,0.09380926
Marijuana Use in the Past Month,12 to 17,2006-08,"New Mexico Region 3 (Bernalillo)",0.0886767407,0.0652294359,0.1194751434
Marijuana Use in the Past Month,18 or Older,2006-08,"New Mexico Region 3 (Bernalillo)",0.0732606487,0.0572473019,0.0933099433
Marijuana Use in the Past Month,18 to 25,2006-08,"New Mexico Region 3 (Bernalillo)",0.2091184688,0.1683584069,0.2567006902
Marijuana Use in the Past Month,26 or Older,2006-08,"New Mexico Region 3 (Bernalillo)",0.0492684625,0.0346216134,0.0696645831
Marijuana Use in the Past Month,12 or Older,2006-08,"New Mexico Region 4",0.0515905341,0.0372577348,0.0710302665
Marijuana Use in the Past Month,12 to 17,2006-08,"New Mexico Region 4",0.0816929222,0.0557586488,0.1181799358
Marijuana Use in the Past Month,18 or Older,2006-08,"New Mexico Region 4",0.0477103272,0.0335728918,0.067385891
Marijuana Use in the Past Month,18 to 25,2006-08,"New Mexico Region 4",0.1361818909,0.0965390088,0.1887036158
Marijuana Use in the Past Month,26 or Older,2006-08,"New Mexico Region 4",0.0294032668,0.0184495488,0.0465519042
Marijuana Use in the Past Month,12 or Older,2006-08,"New Mexico Region 5",0.0568575056,0.0431580536,0.074566626
Marijuana Use in the Past Month,12 to 17,2006-08,"New Mexico Region 5",0.0800996777,0.0565464298,0.1122958226
Marijuana Use in the Past Month,18 or Older,2006-08,"New Mexico Region 5",0.0540033032,0.0402856878,0.0720412545
Marijuana Use in the Past Month,18 to 25,2006-08,"New Mexico Region 5",0.1568724666,0.1191170967,0.2038257747
Marijuana Use in the Past Month,26 or Older,2006-08,"New Mexico Region 5",0.0324375847,0.0211974216,0.0493375356
Marijuana Use in the Past Month,12 or Older,2006-08,"New York",0.0707389216,0.0652153327,0.0766919635
Marijuana Use in the Past Month,12 to 17,2006-08,"New York",0.0773298393,0.0689722218,0.0866059746
Marijuana Use in the Past Month,18 or Older,2006-08,"New York",0.0700331213,0.0640690086,0.0765070428
Marijuana Use in the Past Month,18 to 25,2006-08,"New York",0.2088940869,0.1937582973,0.2248824448
Marijuana Use in the Past Month,26 or Older,2006-08,"New York",0.0455250025,0.0393712596,0.0525879239
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 2A: Bronx",0.0584760878,0.0449479771,0.075752839
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 2A: Bronx",0.060071891,0.0422888431,0.0846718223
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 2A: Bronx",0.0582652133,0.0441948217,0.0764568888
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 2A: Bronx",0.1690148049,0.1302601694,0.2164303849
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 2A: Bronx",0.035892359,0.0244177957,0.0524691158
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 14",0.085031371,0.0652534504,0.1100977967
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 14",0.0859150419,0.0598586991,0.1218436725
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 14",0.0849404262,0.0647082168,0.1107495372
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 14",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 14",0.0554501238,0.0385946103,0.079061621
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 15",0.0826555267,0.0635210915,0.1068958959
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 15",0.0947615497,0.0678609776,0.130829028
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 15",0.0813198617,0.0617613932,0.1063698697
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 15",0.2316919267,0.1817794711,0.2904443854
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 15",0.0511987422,0.0347887114,0.0747500044
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 2",0.0590375858,0.0487151549,0.0713831453
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 2",0.0571287338,0.04325799,0.0750980401
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 2",0.0592561942,0.048425311,0.0723254093
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 2",0.1881234653,0.1575000206,0.2231242647
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 2",0.035834538,0.0262312343,0.0487775181
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 6",0.0540141442,0.0418611582,0.0694396413
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 6",0.0716785968,0.0522887915,0.0975186966
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 6",0.0518941889,0.0396450546,0.0676612958
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 6",0.1847513346,0.1433189171,0.2348775795
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 6",0.0315786208,0.0217449792,0.0456517621
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 7",0.0777463207,0.0600131886,0.1001610242
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 7",0.0818842235,0.0583785007,0.113711436
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 7",0.0772537383,0.0590154189,0.1005263424
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 7",0.2151945004,0.1677938613,0.2716151599
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 7",0.0507523131,0.0351762372,0.0727057507
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 8",0.1031911322,0.0842268462,0.1258386211
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 8",0.1288674386,0.0969524381,0.1693184721
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 8",0.1005153973,0.0810603612,0.1240096528
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 8",0.2767578355,0.2301841348,0.3287308868
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 8",0.0674576267,0.0493075742,0.0916446548
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 9",0.0806007137,0.0651862729,0.0992730856
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 9",0.0849343916,0.0640127693,0.1118766127
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 9",0.0801095679,0.0639896452,0.0998571076
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 9",0.2247456097,0.1819884469,0.2741812566
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 9",0.0513588204,0.0371420654,0.0706181725
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region D",0.0848608881,0.0722481411,0.0994395061
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region D",0.0949093223,0.0764508562,0.117258602
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region D",0.0837889584,0.0707411848,0.0989869581
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region D",0.2280394098,0.195510497,0.2642030573
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region D",0.0544630278,0.0427678603,0.0691253711
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 2C: New York",0.0963237447,0.0773073596,0.1194124794
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 2C: New York",0.0813869615,0.0579103667,0.1132369024
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 2C: New York",0.0971858415,0.0776635257,0.1209718544
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 2C: New York",0.2509754057,0.2053886366,0.3028243257
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 2C: New York",0.0757859794,0.0569410631,0.1002050159
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region B",0.0656672563,0.0572394694,0.0752368994
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region B",0.0811139579,0.0678575616,0.0966914411
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region B",0.0638403445,0.0549955728,0.0739962104
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region B",0.214109322,0.1878186981,0.2429790957
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region B",0.0393834885,0.0313786002,0.0493264839
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region C",0.0835149967,0.075112831,0.0927627679
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region C",0.0958232179,0.0825623568,0.1109563949
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region C",0.0821732777,0.0733435061,0.0919605669
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region C",0.2269729366,0.204904567,0.2506687611
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region C",0.0534118804,0.0448437506,0.0635082417
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 2D: Queens",0.0487546537,0.038042303,0.0622881779
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 2D: Queens",0.0519423139,0.0363939001,0.0736258666
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 2D: Queens",0.0484584821,0.0374823415,0.0624403095
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 2D: Queens",0.1628885726,0.1302131338,0.2018605774
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 2D: Queens",0.0309976769,0.0215616785,0.0443758478
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 1: Long Island",0.067488349,0.0563576353,0.080629558
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 1: Long Island",0.0854722939,0.0673130658,0.1079633173
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 1: Long Island",0.0653805508,0.0537521524,0.0793137062
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 1: Long Island",0.2272434017,0.19147301,0.2674855263
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 1: Long Island",0.0397032094,0.0293920967,0.0534324563
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 2: New York City",0.0637557461,0.0560731977,0.0724101298
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 2: New York City",0.0594081732,0.0492386199,0.0715201074
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 2: New York City",0.0641875462,0.0560816298,0.0733740007
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 2: New York City",0.1895351444,0.1691164462,0.211790744
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 2: New York City",0.0431903525,0.0353535721,0.0526694529
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 10",0.0862850106,0.0685171041,0.1081256595
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 10",0.0858880823,0.0618963419,0.1180094649
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 10",0.0863238274,0.0680043686,0.1090011286
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 10",0.2171834012,0.1732143226,0.2686865442
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 10",0.0510367069,0.0360578093,0.0717747197
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 11",0.0650868711,0.0525302953,0.0803902415
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 11",0.073152529,0.0545734947,0.097404966
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 11",0.0641641123,0.0512004129,0.0801329405
Marijuana Use in the Past Month,18 to 25,2006-08,"New York Region 11",0.1942497822,0.1556438106,0.2397130133
Marijuana Use in the Past Month,26 or Older,2006-08,"New York Region 11",0.0380411682,0.0272967809,0.0527851933
Marijuana Use in the Past Month,12 or Older,2006-08,"New York Region 12",0.0844947889,0.0692455373,0.102731572
Marijuana Use in the Past Month,12 to 17,2006-08,"New York Region 12",0.1026214594,0.0792663517,0.1318723504
Marijuana Use in the Past Month,18 or Older,2006-08,"New York Region 12",0.0825169566,0.06672845,0.1016343342
