outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Marijuana Use in the Past Month,12 or Older,2004-06,"Alaska Southeast",0.0961901054,0.0709354814,0.129185721
Marijuana Use in the Past Month,12 to 17,2004-06,"Alaska Southeast",0.1036903404,0.0696536531,0.1516481794
Marijuana Use in the Past Month,18 or Older,2004-06,"Alaska Southeast",0.0952094393,0.0684811351,0.130903851
Marijuana Use in the Past Month,18 to 25,2004-06,"Alaska Southeast",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Alaska Southeast",0.0738871414,0.0480185203,0.1120514383
Marijuana Use in the Past Month,12 or Older,2004-06,"Alaska Gulf Coast",0.0822535455,0.0588838833,0.1137767979
Marijuana Use in the Past Month,12 to 17,2004-06,"Alaska Gulf Coast",0.0856466271,0.0557355697,0.1294098468
Marijuana Use in the Past Month,18 or Older,2004-06,"Alaska Gulf Coast",0.0817638917,0.0567821151,0.1163804785
Marijuana Use in the Past Month,18 to 25,2004-06,"Alaska Gulf Coast",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Alaska Gulf Coast",0.0632220275,0.0393160676,0.1001485723
Marijuana Use in the Past Month,12 or Older,2004-06,"Alaska Rural",0.0874350035,0.0626127025,0.1208294496
Marijuana Use in the Past Month,12 to 17,2004-06,"Alaska Rural",0.072876836,0.0469786691,0.1113834039
Marijuana Use in the Past Month,18 or Older,2004-06,"Alaska Rural",0.090111168,0.0627477003,0.1277806228
Marijuana Use in the Past Month,18 to 25,2004-06,"Alaska Rural",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Alaska Rural",0.0672942645,0.0414187647,0.1075217289
Marijuana Use in the Past Month,12 or Older,2004-06,"Alaska Urban",0.1042062545,0.0883761927,0.1224908244
Marijuana Use in the Past Month,12 to 17,2004-06,"Alaska Urban",0.1026024941,0.079687865,0.1311672098
Marijuana Use in the Past Month,18 or Older,2004-06,"Alaska Urban",0.1044537143,0.0872692276,0.1245602634
Marijuana Use in the Past Month,18 to 25,2004-06,"Alaska Urban",0.2141656427,0.1841491748,0.2475900066
Marijuana Use in the Past Month,26 or Older,2004-06,"Alaska Urban",0.0826610547,0.0640788066,0.1060215476
Marijuana Use in the Past Month,12 or Older,2004-06,"Arizona",0.0527859666,0.0442116469,0.0629137153
Marijuana Use in the Past Month,12 to 17,2004-06,"Arizona",0.0759846179,0.0602297719,0.0954420632
Marijuana Use in the Past Month,18 or Older,2004-06,"Arizona",0.050000675,0.0409775012,0.0608845962
Marijuana Use in the Past Month,18 to 25,2004-06,"Arizona",0.13890157,0.1159915811,0.1654895027
Marijuana Use in the Past Month,26 or Older,2004-06,"Arizona",0.0341252146,0.0254050838,0.0456981282
Marijuana Use in the Past Month,12 or Older,2004-06,"Arizona Central",0.053768135,0.0435355015,0.0662392955
Marijuana Use in the Past Month,12 to 17,2004-06,"Arizona Central",0.0742050836,0.0556121299,0.0983667913
Marijuana Use in the Past Month,18 or Older,2004-06,"Arizona Central",0.0513393188,0.0405394081,0.0648219992
Marijuana Use in the Past Month,18 to 25,2004-06,"Arizona Central",0.140880268,0.1138077784,0.1731345637
Marijuana Use in the Past Month,26 or Older,2004-06,"Arizona Central",0.0345950227,0.0241502172,0.049328788
Marijuana Use in the Past Month,12 or Older,2004-06,"Arizona South A",0.0561083639,0.0410525473,0.0762467948
Marijuana Use in the Past Month,12 to 17,2004-06,"Arizona South A",0.0867545785,0.0579192917,0.1279951644
Marijuana Use in the Past Month,18 or Older,2004-06,"Arizona South A",0.0525436506,0.0370751733,0.0739701102
Marijuana Use in the Past Month,18 to 25,2004-06,"Arizona South A",0.1316459003,0.0925708004,0.1838728185
Marijuana Use in the Past Month,26 or Older,2004-06,"Arizona South A",0.0383126046,0.0241096824,0.0603648703
Marijuana Use in the Past Month,12 or Older,2004-06,"Arizona Rural North",0.0549946527,0.0401369403,0.0749230218
Marijuana Use in the Past Month,12 to 17,2004-06,"Arizona Rural North",0.0832551635,0.0553910757,0.1233063685
Marijuana Use in the Past Month,18 or Older,2004-06,"Arizona Rural North",0.0513977461,0.0361107876,0.0726683171
Marijuana Use in the Past Month,18 to 25,2004-06,"Arizona Rural North",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Arizona Rural North",0.0347918053,0.0213997075,0.0560844632
Marijuana Use in the Past Month,12 or Older,2004-06,"Arizona Rural South",0.0411446162,0.0285229876,0.0590121375
Marijuana Use in the Past Month,12 to 17,2004-06,"Arizona Rural South",0.0635314322,0.0402344242,0.0989276972
Marijuana Use in the Past Month,18 or Older,2004-06,"Arizona Rural South",0.0383617757,0.0256361895,0.0570344761
Marijuana Use in the Past Month,18 to 25,2004-06,"Arizona Rural South",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Arizona Rural South",0.025536665,0.01498061,0.0432047639
Marijuana Use in the Past Month,12 or Older,2004-06,"Arkansas",0.0554613064,0.0468069858,0.0656056246
Marijuana Use in the Past Month,12 to 17,2004-06,"Arkansas",0.0791710492,0.0642391085,0.0972132439
Marijuana Use in the Past Month,18 or Older,2004-06,"Arkansas",0.0527736554,0.0437171086,0.0635816356
Marijuana Use in the Past Month,18 to 25,2004-06,"Arkansas",0.1400630027,0.1195581758,0.1634317277
Marijuana Use in the Past Month,26 or Older,2004-06,"Arkansas",0.0374405239,0.028400634,0.0492120593
Marijuana Use in the Past Month,12 or Older,2004-06,"Arkansas Catchment Area 8",0.0649022907,0.0494677667,0.0847233271
Marijuana Use in the Past Month,12 to 17,2004-06,"Arkansas Catchment Area 8",0.0840534564,0.0592410921,0.1179551361
Marijuana Use in the Past Month,18 or Older,2004-06,"Arkansas Catchment Area 8",0.062838528,0.0467059578,0.0840520918
Marijuana Use in the Past Month,18 to 25,2004-06,"Arkansas Catchment Area 8",0.1668421578,0.1237411611,0.2211667088
Marijuana Use in the Past Month,26 or Older,2004-06,"Arkansas Catchment Area 8",0.04520483,0.0300862581,0.0673927208
Marijuana Use in the Past Month,12 or Older,2004-06,"Arkansas Areas 5 and 6",0.0521177922,0.0384285083,0.0703269181
Marijuana Use in the Past Month,12 to 17,2004-06,"Arkansas Areas 5 and 6",0.072228352,0.0482956227,0.106691316
Marijuana Use in the Past Month,18 or Older,2004-06,"Arkansas Areas 5 and 6",0.0496964813,0.035627002,0.0689250385
Marijuana Use in the Past Month,18 to 25,2004-06,"Arkansas Areas 5 and 6",0.12151163,0.0898989459,0.1622588919
Marijuana Use in the Past Month,26 or Older,2004-06,"Arkansas Areas 5 and 6",0.0363525374,0.0229081351,0.0572251258
Marijuana Use in the Past Month,12 or Older,2004-06,"Arkansas Areas 7, 12, and 13",0.0527619389,0.038462386,0.0719798097
Marijuana Use in the Past Month,12 to 17,2004-06,"Arkansas Areas 7, 12, and 13",0.0731810288,0.0493867051,0.1071472136
Marijuana Use in the Past Month,18 or Older,2004-06,"Arkansas Areas 7, 12, and 13",0.0502780358,0.0355589878,0.0706435081
Marijuana Use in the Past Month,18 to 25,2004-06,"Arkansas Areas 7, 12, and 13",0.1283065564,0.092423079,0.1754289397
Marijuana Use in the Past Month,26 or Older,2004-06,"Arkansas Areas 7, 12, and 13",0.036265288,0.0226189359,0.0576589985
Marijuana Use in the Past Month,12 or Older,2004-06,"Arkansas Areas 8, 10, and 11",0.0601923452,0.0453154635,0.0795462999
Marijuana Use in the Past Month,12 to 17,2004-06,"Arkansas Areas 8, 10, and 11",0.0863898339,0.0593708917,0.1240827358
Marijuana Use in the Past Month,18 or Older,2004-06,"Arkansas Areas 8, 10, and 11",0.0573127317,0.0419832087,0.0777851244
Marijuana Use in the Past Month,18 to 25,2004-06,"Arkansas Areas 8, 10, and 11",0.1712023021,0.1305194011,0.2213379805
Marijuana Use in the Past Month,26 or Older,2004-06,"Arkansas Areas 8, 10, and 11",0.0391460613,0.024784505,0.061306371
Marijuana Use in the Past Month,12 or Older,2004-06,"Arkansas Areas 1 and 2",0.0536111062,0.03983948,0.0717873517
Marijuana Use in the Past Month,12 to 17,2004-06,"Arkansas Areas 1 and 2",0.0900773897,0.0614071602,0.1302754609
Marijuana Use in the Past Month,18 or Older,2004-06,"Arkansas Areas 1 and 2",0.0494690081,0.035467775,0.0686042308
Marijuana Use in the Past Month,18 to 25,2004-06,"Arkansas Areas 1 and 2",0.1340181119,0.0977099748,0.1811099197
Marijuana Use in the Past Month,26 or Older,2004-06,"Arkansas Areas 1 and 2",0.0338571474,0.0211519787,0.053774567
Marijuana Use in the Past Month,12 or Older,2004-06,"Arkansas Areas 3 and 4",0.0487423128,0.0359347446,0.0658030777
Marijuana Use in the Past Month,12 to 17,2004-06,"Arkansas Areas 3 and 4",0.0687034323,0.0470545723,0.0992748733
Marijuana Use in the Past Month,18 or Older,2004-06,"Arkansas Areas 3 and 4",0.046567047,0.0333346596,0.0647005374
Marijuana Use in the Past Month,18 to 25,2004-06,"Arkansas Areas 3 and 4",0.1226357502,0.0887917376,0.1670153567
Marijuana Use in the Past Month,26 or Older,2004-06,"Arkansas Areas 3 and 4",0.0333265109,0.0212148851,0.0519854439
Marijuana Use in the Past Month,12 or Older,2004-06,"California",0.0698484404,0.0639832587,0.0762074948
Marijuana Use in the Past Month,12 to 17,2004-06,"California",0.0740160871,0.0655348059,0.0834969106
Marijuana Use in the Past Month,18 or Older,2004-06,"California",0.0693283053,0.0628771592,0.0763873821
Marijuana Use in the Past Month,18 to 25,2004-06,"California",0.1623913028,0.1503315836,0.1752189563
Marijuana Use in the Past Month,26 or Older,2004-06,"California",0.0521872004,0.0451910727,0.060198128
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 10",0.0829675678,0.0632131027,0.108182501
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 10",0.0830794745,0.0576635557,0.118291536
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 10",0.0829610309,0.0619678812,0.1102303863
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 10",0.207706466,0.1593063998,0.2661559167
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 10",0.0591673495,0.0391172457,0.0885473766
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 3",0.0643992082,0.0490035354,0.0842035388
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 3",0.0633912991,0.0434963454,0.0915154346
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 3",0.0645739426,0.0478268175,0.0866516052
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 3",0.1577828201,0.1185229391,0.2069934538
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 3",0.0469042424,0.031291318,0.0697464114
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 4",0.100332122,0.078444108,0.127482626
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 4",0.0949241145,0.0674564061,0.1319933673
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 4",0.1007142756,0.077781823,0.1294587953
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 4",0.235187276,0.1855030804,0.2933853352
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 4",0.0822610447,0.059090261,0.1134224197
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 5",0.0862441989,0.0689537248,0.1073703426
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 5",0.0873837922,0.0642054981,0.1178755065
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 5",0.0861153341,0.0677459868,0.1088837909
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 5",0.2045963806,0.1640654758,0.2521201946
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 5",0.0672162845,0.0487624871,0.0919785045
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 7",0.0761593485,0.0565375134,0.101855914
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 7",0.0747260845,0.0494921653,0.1113189224
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 7",0.0763575963,0.0555745859,0.1040564162
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 7",0.1576931142,0.1161212259,0.2106017631
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 7",0.0597040959,0.0395672413,0.0891380105
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 8",0.059611805,0.0453519349,0.0779890719
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 8",0.0623052876,0.04401868,0.0874933979
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 8",0.0592046361,0.0437631922,0.0796406823
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 8",0.1362521313,0.1005982318,0.1819855812
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 8",0.04246166,0.0280365879,0.0638212259
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 9",0.0729258552,0.0555619582,0.0951693998
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 9",0.0737493953,0.0506321258,0.1062402493
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 9",0.0728217322,0.0544238024,0.0968023646
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 9",0.180066637,0.1372431628,0.2326489819
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 9",0.0502401754,0.0330863776,0.0755921642
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 11 (Los Angeles)",0.0553022045,0.0470400673,0.0649166521
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 11 (Los Angeles)",0.0643830586,0.051559922,0.0801259289
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 11 (Los Angeles)",0.0541500804,0.0452250141,0.0647171023
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 11 (Los Angeles)",0.1254340228,0.106189676,0.1475900636
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 11 (Los Angeles)",0.0404335056,0.0310910164,0.05243139
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 14 (Orange)",0.0676038461,0.0531865549,0.0855760091
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 14 (Orange)",0.0858869252,0.0630763368,0.1159259482
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 14 (Orange)",0.0654501963,0.0502339277,0.0848637611
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 14 (Orange)",0.1670717761,0.1326777468,0.2082410729
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 14 (Orange)",0.0476649257,0.0329745688,0.0684367532
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 6 (Santa Clara)",0.0516809039,0.0386432943,0.0688023834
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 6 (Santa Clara)",0.0615643685,0.0410358166,0.0913838858
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 6 (Santa Clara)",0.0506398714,0.0370676469,0.0688263372
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 6 (Santa Clara)",0.1260120592,0.0918011861,0.1705775138
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 6 (Santa Clara)",0.0380997704,0.0254144009,0.0567482401
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 13 (Riverside)",0.058807122,0.0451670828,0.0762374367
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 13 (Riverside)",0.0756948385,0.0537032176,0.105686305
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 13 (Riverside)",0.0563315195,0.0418368339,0.0754525463
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 13 (Riverside)",0.1520682453,0.1149347623,0.1985081207
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 13 (Riverside)",0.0391802781,0.0258890179,0.0588827146
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 1",0.1132013411,0.0864190966,0.1469486367
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 1",0.1023563675,0.0716117647,0.1442494768
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 1",0.1145634354,0.08576906,0.1514235403
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 1",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 1",0.0875652781,0.0590069431,0.1280642839
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 12",0.0621476693,0.0479291176,0.0802288217
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 12",0.0664453437,0.0470070053,0.0931362546
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 12",0.061480506,0.0462002126,0.0813833962
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 12",0.1466305661,0.1118998263,0.1898366253
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 12",0.0437820056,0.029398626,0.0647331706
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 15",0.0687455309,0.055339173,0.0851070833
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 15",0.0748909505,0.0544485728,0.1021789139
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 15",0.0680037576,0.0538565857,0.0855311963
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 15",0.1613132695,0.1289654402,0.1999125812
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 15",0.0490384203,0.0351731366,0.0679842834
Marijuana Use in the Past Month,12 or Older,2004-06,"California Region 2",0.0934048653,0.0763080334,0.1138600687
Marijuana Use in the Past Month,12 to 17,2004-06,"California Region 2",0.085870897,0.0650744781,0.112513585
Marijuana Use in the Past Month,18 or Older,2004-06,"California Region 2",0.0943640206,0.0757245857,0.1170106752
Marijuana Use in the Past Month,18 to 25,2004-06,"California Region 2",0.210824191,0.1762739251,0.2500903947
Marijuana Use in the Past Month,26 or Older,2004-06,"California Region 2",0.0742690623,0.054764232,0.099985905
Marijuana Use in the Past Month,12 or Older,2004-06,"Colorado",0.0729488131,0.0626249367,0.0848206043
Marijuana Use in the Past Month,12 to 17,2004-06,"Colorado",0.0868243317,0.0704205921,0.1066109216
Marijuana Use in the Past Month,18 or Older,2004-06,"Colorado",0.071372966,0.060343513,0.0842376345
Marijuana Use in the Past Month,18 to 25,2004-06,"Colorado",0.2077879774,0.1797047925,0.2389812571
Marijuana Use in the Past Month,26 or Older,2004-06,"Colorado",0.0476613461,0.0366379733,0.061788629
Marijuana Use in the Past Month,12 or Older,2004-06,"Colorado Region 1",0.070627843,0.0535936295,0.092546778
Marijuana Use in the Past Month,12 to 17,2004-06,"Colorado Region 1",0.0748724081,0.0504639785,0.1097224991
Marijuana Use in the Past Month,18 or Older,2004-06,"Colorado Region 1",0.0700831476,0.052083823,0.0936879617
Marijuana Use in the Past Month,18 to 25,2004-06,"Colorado Region 1",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Colorado Region 1",0.0407184248,0.0257839536,0.0637372395
Marijuana Use in the Past Month,12 or Older,2004-06,"Colorado Region 3",0.0632670712,0.04706195,0.0845570674
Marijuana Use in the Past Month,12 to 17,2004-06,"Colorado Region 3",0.0779516301,0.0523800913,0.1144985987
Marijuana Use in the Past Month,18 or Older,2004-06,"Colorado Region 3",0.0615379946,0.0446351641,0.0842770818
Marijuana Use in the Past Month,18 to 25,2004-06,"Colorado Region 3",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Colorado Region 3",0.0393479309,0.0244101777,0.062838026
Marijuana Use in the Past Month,12 or Older,2004-06,"Colorado Region 4",0.0501198875,0.0358582865,0.0696439076
Marijuana Use in the Past Month,12 to 17,2004-06,"Colorado Region 4",0.0636093733,0.0404394915,0.0986891477
Marijuana Use in the Past Month,18 or Older,2004-06,"Colorado Region 4",0.0484549931,0.0337617415,0.0690856011
Marijuana Use in the Past Month,18 to 25,2004-06,"Colorado Region 4",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Colorado Region 4",0.0331350135,0.0203075195,0.0536216683
Marijuana Use in the Past Month,12 or Older,2004-06,"Colorado Regions 2 and 7",0.0787605731,0.0652867471,0.0947332905
Marijuana Use in the Past Month,12 to 17,2004-06,"Colorado Regions 2 and 7",0.0986915514,0.0758805195,0.1274145091
Marijuana Use in the Past Month,18 or Older,2004-06,"Colorado Regions 2 and 7",0.0766046416,0.0622587827,0.0939250237
Marijuana Use in the Past Month,18 to 25,2004-06,"Colorado Regions 2 and 7",0.2220727057,0.1844189847,0.2649171709
Marijuana Use in the Past Month,26 or Older,2004-06,"Colorado Regions 2 and 7",0.0521479403,0.0378237551,0.0714937416
Marijuana Use in the Past Month,12 or Older,2004-06,"Colorado Regions 5 and 6",0.0707654809,0.0514424031,0.0966075706
Marijuana Use in the Past Month,12 to 17,2004-06,"Colorado Regions 5 and 6",0.0696368047,0.0452820635,0.1056411911
Marijuana Use in the Past Month,18 or Older,2004-06,"Colorado Regions 5 and 6",0.0708891543,0.0505802389,0.0985064249
Marijuana Use in the Past Month,18 to 25,2004-06,"Colorado Regions 5 and 6",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Colorado Regions 5 and 6",0.0507752611,0.0320348562,0.0795775184
Marijuana Use in the Past Month,12 or Older,2004-06,"Connecticut",0.0733605236,0.0629942364,0.0852774276
Marijuana Use in the Past Month,12 to 17,2004-06,"Connecticut",0.0839359381,0.068966956,0.1017986349
Marijuana Use in the Past Month,18 or Older,2004-06,"Connecticut",0.0721520488,0.0610813787,0.0850474689
Marijuana Use in the Past Month,18 to 25,2004-06,"Connecticut",0.2333933422,0.2036105651,0.2660770432
Marijuana Use in the Past Month,26 or Older,2004-06,"Connecticut",0.0475353189,0.0366469318,0.0614524508
Marijuana Use in the Past Month,12 or Older,2004-06,"Connecticut Eastern",0.0879958236,0.0663358098,0.1158507185
Marijuana Use in the Past Month,12 to 17,2004-06,"Connecticut Eastern",0.0820978493,0.0564151625,0.1180101788
Marijuana Use in the Past Month,18 or Older,2004-06,"Connecticut Eastern",0.088759888,0.0655986932,0.1190567483
