id node1;id node2;name node1;name node2;parent id node1;parent id node2;parent name node1;parent name node2;edge confidence;edge weight(med nof)
517;578;lh.lateralorbitofrontal_10;lh.rostralmiddlefrontal_7;42;48;ctx-lh-lateralorbitofrontal;ctx-lh-rostralmiddlefrontal;275;4.000000
517;1010;lh.lateralorbitofrontal_10;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;396;6.000000
517;523;lh.lateralorbitofrontal_10;lh.lateralorbitofrontal_1;42;42;ctx-lh-lateralorbitofrontal;ctx-lh-lateralorbitofrontal;283;3.000000
517;521;lh.lateralorbitofrontal_10;lh.lateralorbitofrontal_8;42;42;ctx-lh-lateralorbitofrontal;ctx-lh-lateralorbitofrontal;332;3.000000
454;507;rh.bankssts_2;Right-Hippocampus;31;40;ctx-rh-bankssts;Right-Hippocampus;317;5.000000
634;1010;lh.caudalmiddlefrontal_3;Left-Putamen;50;78;ctx-lh-caudalmiddlefrontal;Left-Putamen;290;5.000000
634;636;lh.caudalmiddlefrontal_3;lh.caudalmiddlefrontal_11;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;227;3.000000
634;637;lh.caudalmiddlefrontal_3;lh.caudalmiddlefrontal_4;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;323;6.000000
634;1009;lh.caudalmiddlefrontal_3;Left-Caudate;50;77;ctx-lh-caudalmiddlefrontal;Left-Caudate;230;3.000000
31;503;rh.medialorbitofrontal_4;Right-Caudate;4;36;ctx-rh-medialorbitofrontal;Right-Caudate;216;2.000000
578;1010;lh.rostralmiddlefrontal_7;Left-Putamen;48;78;ctx-lh-rostralmiddlefrontal;Left-Putamen;336;7.000000
578;1009;lh.rostralmiddlefrontal_7;Left-Caudate;48;77;ctx-lh-rostralmiddlefrontal;Left-Caudate;245;2.000000
695;1010;lh.caudalanteriorcingulate_1;Left-Putamen;54;78;ctx-lh-caudalanteriorcingulate;Left-Putamen;254;3.000000
695;1009;lh.caudalanteriorcingulate_1;Left-Caudate;54;77;ctx-lh-caudalanteriorcingulate;Left-Caudate;367;6.000000
29;504;rh.medialorbitofrontal_8;Right-Putamen;4;37;ctx-rh-medialorbitofrontal;Right-Putamen;275;6.000000
29;503;rh.medialorbitofrontal_8;Right-Caudate;4;36;ctx-rh-medialorbitofrontal;Right-Caudate;354;4.000000
675;744;lh.precentral_28;lh.postcentral_7;51;57;ctx-lh-precentral;ctx-lh-postcentral;241;2.000000
675;738;lh.precentral_28;lh.postcentral_10;51;57;ctx-lh-precentral;ctx-lh-postcentral;256;2.000000
226;504;rh.postcentral_14;Right-Putamen;16;37;ctx-rh-postcentral;Right-Putamen;274;5.000000
58;504;rh.rostralmiddlefrontal_20;Right-Putamen;7;37;ctx-rh-rostralmiddlefrontal;Right-Putamen;218;4.500000
58;60;rh.rostralmiddlefrontal_20;rh.rostralmiddlefrontal_18;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;256;3.000000
153;504;rh.precentral_32;Right-Putamen;10;37;ctx-rh-precentral;Right-Putamen;301;7.000000
15;504;rh.lateralorbitofrontal_16;Right-Putamen;1;37;ctx-rh-lateralorbitofrontal;Right-Putamen;220;5.000000
76;504;rh.rostralmiddlefrontal_26;Right-Putamen;7;37;ctx-rh-rostralmiddlefrontal;Right-Putamen;239;4.000000
571;590;lh.rostralmiddlefrontal_10;lh.superiorfrontal_35;48;49;ctx-lh-rostralmiddlefrontal;ctx-lh-superiorfrontal;215;2.000000
129;504;rh.caudalmiddlefrontal_1;Right-Putamen;9;37;ctx-rh-caudalmiddlefrontal;Right-Putamen;327;6.000000
129;503;rh.caudalmiddlefrontal_1;Right-Caudate;9;36;ctx-rh-caudalmiddlefrontal;Right-Caudate;238;3.000000
129;131;rh.caudalmiddlefrontal_1;rh.caudalmiddlefrontal_6;9;9;ctx-rh-caudalmiddlefrontal;ctx-rh-caudalmiddlefrontal;343;5.000000
917;1013;lh.entorhinal_2;Left-Hippocampus;68;81;ctx-lh-entorhinal;Left-Hippocampus;245;2.000000
548;553;lh.parsopercularis_6;lh.parsopercularis_4;47;47;ctx-lh-parsopercularis;ctx-lh-parsopercularis;321;4.000000
548;555;lh.parsopercularis_6;lh.parsopercularis_3;47;47;ctx-lh-parsopercularis;ctx-lh-parsopercularis;271;3.000000
548;549;lh.parsopercularis_6;lh.parsopercularis_7;47;47;ctx-lh-parsopercularis;ctx-lh-parsopercularis;221;2.000000
495;504;rh.insula_1;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;411;8.000000
966;1013;lh.superiortemporal_18;Left-Hippocampus;73;81;ctx-lh-superiortemporal;Left-Hippocampus;366;9.000000
966;994;lh.superiortemporal_18;lh.insula_12;73;75;ctx-lh-superiortemporal;ctx-lh-insula;254;2.000000
966;976;lh.superiortemporal_18;lh.superiortemporal_8;73;73;ctx-lh-superiortemporal;ctx-lh-superiortemporal;213;2.000000
992;1010;lh.insula_2;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;354;3.000000
662;1010;lh.precentral_25;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;325;6.000000
662;669;lh.precentral_25;lh.precentral_15;51;51;ctx-lh-precentral;ctx-lh-precentral;240;3.000000
662;1008;lh.precentral_25;Left-Thalamus-Proper;51;76;ctx-lh-precentral;Left-Thalamus-Proper;209;3.000000
662;1009;lh.precentral_25;Left-Caudate;51;77;ctx-lh-precentral;Left-Caudate;291;4.000000
706;1008;lh.posteriorcingulate_1;Left-Thalamus-Proper;55;76;ctx-lh-posteriorcingulate;Left-Thalamus-Proper;259;4.000000
706;1009;lh.posteriorcingulate_1;Left-Caudate;55;77;ctx-lh-posteriorcingulate;Left-Caudate;350;6.000000
218;504;rh.postcentral_30;Right-Putamen;16;37;ctx-rh-postcentral;Right-Putamen;240;3.000000
14;504;rh.lateralorbitofrontal_3;Right-Putamen;1;37;ctx-rh-lateralorbitofrontal;Right-Putamen;386;12.000000
14;35;rh.lateralorbitofrontal_3;rh.parstriangularis_8;1;5;ctx-rh-lateralorbitofrontal;ctx-rh-parstriangularis;210;2.000000
14;73;rh.lateralorbitofrontal_3;rh.rostralmiddlefrontal_3;1;7;ctx-rh-lateralorbitofrontal;ctx-rh-rostralmiddlefrontal;209;2.000000
14;503;rh.lateralorbitofrontal_3;Right-Caudate;1;36;ctx-rh-lateralorbitofrontal;Right-Caudate;210;3.000000
145;504;rh.precentral_19;Right-Putamen;10;37;ctx-rh-precentral;Right-Putamen;395;21.000000
145;487;rh.precentral_19;rh.insula_13;10;34;ctx-rh-precentral;ctx-rh-insula;311;3.000000
145;159;rh.precentral_19;rh.precentral_7;10;10;ctx-rh-precentral;ctx-rh-precentral;340;6.000000
145;488;rh.precentral_19;rh.insula_6;10;34;ctx-rh-precentral;ctx-rh-insula;299;3.000000
145;158;rh.precentral_19;rh.precentral_27;10;10;ctx-rh-precentral;ctx-rh-precentral;263;3.000000
49;504;rh.parsopercularis_7;Right-Putamen;6;37;ctx-rh-parsopercularis;Right-Putamen;238;5.000000
124;127;rh.caudalmiddlefrontal_3;rh.caudalmiddlefrontal_11;9;9;ctx-rh-caudalmiddlefrontal;ctx-rh-caudalmiddlefrontal;314;7.000000
124;504;rh.caudalmiddlefrontal_3;Right-Putamen;9;37;ctx-rh-caudalmiddlefrontal;Right-Putamen;261;5.000000
124;126;rh.caudalmiddlefrontal_3;rh.caudalmiddlefrontal_5;9;9;ctx-rh-caudalmiddlefrontal;ctx-rh-caudalmiddlefrontal;213;3.000000
124;503;rh.caudalmiddlefrontal_3;Right-Caudate;9;36;ctx-rh-caudalmiddlefrontal;Right-Caudate;230;3.000000
124;128;rh.caudalmiddlefrontal_3;rh.caudalmiddlefrontal_10;9;9;ctx-rh-caudalmiddlefrontal;ctx-rh-caudalmiddlefrontal;273;4.000000
993;1010;lh.insula_16;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;350;3.000000
993;1008;lh.insula_16;Left-Thalamus-Proper;75;76;ctx-lh-insula;Left-Thalamus-Proper;300;3.000000
627;628;lh.superiorfrontal_17;lh.superiorfrontal_41;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;209;2.000000
486;503;rh.insula_16;Right-Caudate;34;36;ctx-rh-insula;Right-Caudate;277;2.000000
486;504;rh.insula_16;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;407;6.000000
486;502;rh.insula_16;Right-Thalamus-Proper;34;35;ctx-rh-insula;Right-Thalamus-Proper;323;4.000000
509;514;lh.lateralorbitofrontal_9;lh.lateralorbitofrontal_2;42;42;ctx-lh-lateralorbitofrontal;ctx-lh-lateralorbitofrontal;221;2.000000
509;1010;lh.lateralorbitofrontal_9;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;278;2.000000
1015;1015;Brain-Stem;Brain-Stem;83;83;Brain-Stem;Brain-Stem;335;2.000000
976;1013;lh.superiortemporal_8;Left-Hippocampus;73;81;ctx-lh-superiortemporal;Left-Hippocampus;274;3.000000
367;390;rh.lateraloccipital_6;rh.fusiform_2;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;219;2.000000
8;504;rh.lateralorbitofrontal_17;Right-Putamen;1;37;ctx-rh-lateralorbitofrontal;Right-Putamen;256;3.000000
98;102;rh.superiorfrontal_25;rh.superiorfrontal_5;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;322;5.000000
98;103;rh.superiorfrontal_25;rh.superiorfrontal_22;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;336;6.000000
1000;1013;lh.insula_13;Left-Hippocampus;75;81;ctx-lh-insula;Left-Hippocampus;269;3.000000
1000;1014;lh.insula_13;Left-Amygdala;75;82;ctx-lh-insula;Left-Amygdala;321;2.000000
778;826;lh.superiorparietal_10;lh.precuneus_12;59;61;ctx-lh-superiorparietal;ctx-lh-precuneus;259;4.000000
523;534;lh.lateralorbitofrontal_1;lh.medialorbitofrontal_5;42;45;ctx-lh-lateralorbitofrontal;ctx-lh-medialorbitofrontal;234;2.000000
523;1010;lh.lateralorbitofrontal_1;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;375;14.000000
523;545;lh.lateralorbitofrontal_1;lh.parstriangularis_6;42;46;ctx-lh-lateralorbitofrontal;ctx-lh-parstriangularis;291;3.000000
523;1009;lh.lateralorbitofrontal_1;Left-Caudate;42;77;ctx-lh-lateralorbitofrontal;Left-Caudate;260;4.000000
193;504;rh.posteriorcingulate_2;Right-Putamen;14;37;ctx-rh-posteriorcingulate;Right-Putamen;232;4.000000
193;503;rh.posteriorcingulate_2;Right-Caudate;14;36;ctx-rh-posteriorcingulate;Right-Caudate;281;2.000000
460;490;rh.superiortemporal_14;rh.insula_5;32;34;ctx-rh-superiortemporal;ctx-rh-insula;265;2.000000
460;507;rh.superiortemporal_14;Right-Hippocampus;32;40;ctx-rh-superiortemporal;Right-Hippocampus;362;8.000000
723;1008;lh.postcentral_21;Left-Thalamus-Proper;57;76;ctx-lh-postcentral;Left-Thalamus-Proper;269;6.000000
723;1010;lh.postcentral_21;Left-Putamen;57;78;ctx-lh-postcentral;Left-Putamen;337;12.000000
723;757;lh.postcentral_21;lh.supramarginal_16;57;58;ctx-lh-postcentral;ctx-lh-supramarginal;223;4.000000
180;504;rh.rostralanteriorcingulate_2;Right-Putamen;12;37;ctx-rh-rostralanteriorcingulate;Right-Putamen;303;5.000000
180;503;rh.rostralanteriorcingulate_2;Right-Caudate;12;36;ctx-rh-rostralanteriorcingulate;Right-Caudate;414;16.000000
180;506;rh.rostralanteriorcingulate_2;Right-Accumbens-area;12;39;ctx-rh-rostralanteriorcingulate;Right-Accumbens-area;209;3.000000
637;1010;lh.caudalmiddlefrontal_4;Left-Putamen;50;78;ctx-lh-caudalmiddlefrontal;Left-Putamen;339;8.000000
637;657;lh.caudalmiddlefrontal_4;lh.precentral_4;50;51;ctx-lh-caudalmiddlefrontal;ctx-lh-precentral;211;3.000000
637;641;lh.caudalmiddlefrontal_4;lh.caudalmiddlefrontal_10;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;294;3.000000
637;1009;lh.caudalmiddlefrontal_4;Left-Caudate;50;77;ctx-lh-caudalmiddlefrontal;Left-Caudate;346;6.000000
410;507;rh.parahippocampal_5;Right-Hippocampus;26;40;ctx-rh-parahippocampal;Right-Hippocampus;213;2.000000
999;1013;lh.insula_9;Left-Hippocampus;75;81;ctx-lh-insula;Left-Hippocampus;290;3.000000
999;1014;lh.insula_9;Left-Amygdala;75;82;ctx-lh-insula;Left-Amygdala;228;2.000000
690;1010;lh.rostralanteriorcingulate_3;Left-Putamen;53;78;ctx-lh-rostralanteriorcingulate;Left-Putamen;364;11.500000
690;1009;lh.rostralanteriorcingulate_3;Left-Caudate;53;77;ctx-lh-rostralanteriorcingulate;Left-Caudate;336;5.000000
488;494;rh.insula_6;rh.insula_10;34;34;ctx-rh-insula;ctx-rh-insula;217;2.000000
488;504;rh.insula_6;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;377;4.000000
61;70;rh.rostralmiddlefrontal_7;rh.rostralmiddlefrontal_2;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;294;4.000000
1012;1013;Left-Accumbens-area;Left-Hippocampus;80;81;Left-Accumbens-area;Left-Hippocampus;313;6.000000
1012;1015;Left-Accumbens-area;Brain-Stem;80;83;Left-Accumbens-area;Brain-Stem;289;4.000000
430;433;rh.inferiortemporal_15;rh.middletemporal_12;29;30;ctx-rh-inferiortemporal;ctx-rh-middletemporal;223;3.000000
430;454;rh.inferiortemporal_15;rh.bankssts_2;29;31;ctx-rh-inferiortemporal;ctx-rh-bankssts;228;3.000000
430;452;rh.inferiortemporal_15;rh.bankssts_3;29;31;ctx-rh-inferiortemporal;ctx-rh-bankssts;224;2.000000
430;436;rh.inferiortemporal_15;rh.middletemporal_15;29;30;ctx-rh-inferiortemporal;ctx-rh-middletemporal;244;2.000000
901;959;lh.fusiform_11;lh.bankssts_4;66;72;ctx-lh-fusiform;ctx-lh-bankssts;250;3.000000
901;1013;lh.fusiform_11;Left-Hippocampus;66;81;ctx-lh-fusiform;Left-Hippocampus;231;2.000000
901;938;lh.fusiform_11;lh.inferiortemporal_7;66;70;ctx-lh-fusiform;ctx-lh-inferiortemporal;239;3.000000
113;117;rh.superiorfrontal_16;rh.superiorfrontal_31;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;244;3.000000
189;503;rh.caudalanteriorcingulate_5;Right-Caudate;13;36;ctx-rh-caudalanteriorcingulate;Right-Caudate;400;6.000000
452;507;rh.bankssts_3;Right-Hippocampus;31;40;ctx-rh-bankssts;Right-Hippocampus;255;3.000000
480;498;rh.superiortemporal_20;rh.insula_3;32;34;ctx-rh-superiortemporal;ctx-rh-insula;222;2.000000
341;358;rh.pericalcarine_1;rh.lateraloccipital_7;22;23;ctx-rh-pericalcarine;ctx-rh-lateraloccipital;225;3.000000
341;359;rh.pericalcarine_1;rh.lateraloccipital_3;22;23;ctx-rh-pericalcarine;ctx-rh-lateraloccipital;285;4.000000
107;127;rh.superiorfrontal_42;rh.caudalmiddlefrontal_11;8;9;ctx-rh-superiorfrontal;ctx-rh-caudalmiddlefrontal;250;3.000000
107;110;rh.superiorfrontal_42;rh.superiorfrontal_33;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;303;5.000000
107;503;rh.superiorfrontal_42;Right-Caudate;8;36;ctx-rh-superiorfrontal;Right-Caudate;215;1.000000
107;111;rh.superiorfrontal_42;rh.superiorfrontal_28;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;320;5.000000
87;90;rh.superiorfrontal_19;rh.superiorfrontal_27;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;217;3.000000
87;89;rh.superiorfrontal_19;rh.superiorfrontal_1;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;242;2.000000
77;504;rh.rostralmiddlefrontal_1;Right-Putamen;7;37;ctx-rh-rostralmiddlefrontal;Right-Putamen;256;6.000000
417;508;rh.inferiortemporal_16;Right-Amygdala;29;41;ctx-rh-inferiortemporal;Right-Amygdala;336;4.000000
417;498;rh.inferiortemporal_16;rh.insula_3;29;34;ctx-rh-inferiortemporal;ctx-rh-insula;278;4.000000
12;16;rh.lateralorbitofrontal_12;rh.lateralorbitofrontal_14;1;1;ctx-rh-lateralorbitofrontal;ctx-rh-lateralorbitofrontal;238;2.000000
12;504;rh.lateralorbitofrontal_12;Right-Putamen;1;37;ctx-rh-lateralorbitofrontal;Right-Putamen;383;9.000000
12;35;rh.lateralorbitofrontal_12;rh.parstriangularis_8;1;5;ctx-rh-lateralorbitofrontal;ctx-rh-parstriangularis;230;2.000000
12;36;rh.lateralorbitofrontal_12;rh.parstriangularis_5;1;5;ctx-rh-lateralorbitofrontal;ctx-rh-parstriangularis;210;3.000000
312;359;rh.precuneus_3;rh.lateraloccipital_3;20;23;ctx-rh-precuneus;ctx-rh-lateraloccipital;214;3.000000
507;508;Right-Hippocampus;Right-Amygdala;40;41;Right-Hippocampus;Right-Amygdala;347;3.000000
507;1015;Right-Hippocampus;Brain-Stem;40;83;Right-Hippocampus;Brain-Stem;265;2.000000
507;507;Right-Hippocampus;Right-Hippocampus;40;40;Right-Hippocampus;Right-Hippocampus;417;13.000000
573;1010;lh.rostralmiddlefrontal_23;Left-Putamen;48;78;ctx-lh-rostralmiddlefrontal;Left-Putamen;333;6.000000
573;1009;lh.rostralmiddlefrontal_23;Left-Caudate;48;77;ctx-lh-rostralmiddlefrontal;Left-Caudate;240;3.000000
1002;1010;lh.insula_6;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;242;2.000000
237;504;rh.supramarginal_11;Right-Putamen;17;37;ctx-rh-supramarginal;Right-Putamen;266;6.000000
370;396;rh.lateraloccipital_22;rh.fusiform_17;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;228;2.000000
370;390;rh.lateraloccipital_22;rh.fusiform_2;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;214;2.000000
567;578;lh.rostralmiddlefrontal_26;lh.rostralmiddlefrontal_7;48;48;ctx-lh-rostralmiddlefrontal;ctx-lh-rostralmiddlefrontal;299;5.000000
567;573;lh.rostralmiddlefrontal_26;lh.rostralmiddlefrontal_23;48;48;ctx-lh-rostralmiddlefrontal;ctx-lh-rostralmiddlefrontal;314;5.000000
506;1015;Right-Accumbens-area;Brain-Stem;39;83;Right-Accumbens-area;Brain-Stem;299;4.000000
506;507;Right-Accumbens-area;Right-Hippocampus;39;40;Right-Accumbens-area;Right-Hippocampus;321;7.000000
116;119;rh.superiorfrontal_17;rh.superiorfrontal_34;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;223;2.000000
144;504;rh.precentral_23;Right-Putamen;10;37;ctx-rh-precentral;Right-Putamen;376;12.000000
144;159;rh.precentral_23;rh.precentral_7;10;10;ctx-rh-precentral;ctx-rh-precentral;258;8.000000
144;505;rh.precentral_23;Right-Pallidum;10;38;ctx-rh-precentral;Right-Pallidum;270;4.000000
144;503;rh.precentral_23;Right-Caudate;10;36;ctx-rh-precentral;Right-Caudate;285;4.000000
144;205;rh.precentral_23;rh.postcentral_24;10;16;ctx-rh-precentral;ctx-rh-postcentral;256;3.000000
144;493;rh.precentral_23;rh.insula_11;10;34;ctx-rh-precentral;ctx-rh-insula;211;2.000000
100;102;rh.superiorfrontal_38;rh.superiorfrontal_5;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;227;2.000000
965;1013;lh.superiortemporal_24;Left-Hippocampus;73;81;ctx-lh-superiortemporal;Left-Hippocampus;384;12.000000
661;1011;lh.precentral_6;Left-Pallidum;51;79;ctx-lh-precentral;Left-Pallidum;232;3.000000
661;769;lh.precentral_6;lh.superiorparietal_27;51;59;ctx-lh-precentral;ctx-lh-superiorparietal;209;2.000000
661;1010;lh.precentral_6;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;393;20.000000
661;992;lh.precentral_6;lh.insula_2;51;75;ctx-lh-precentral;ctx-lh-insula;347;6.000000
661;669;lh.precentral_6;lh.precentral_15;51;51;ctx-lh-precentral;ctx-lh-precentral;263;5.000000
661;996;lh.precentral_6;lh.insula_8;51;75;ctx-lh-precentral;ctx-lh-insula;335;5.000000
661;1008;lh.precentral_6;Left-Thalamus-Proper;51;76;ctx-lh-precentral;Left-Thalamus-Proper;263;5.000000
661;1009;lh.precentral_6;Left-Caudate;51;77;ctx-lh-precentral;Left-Caudate;298;3.000000
120;172;rh.superiorfrontal_26;rh.paracentral_3;8;11;ctx-rh-superiorfrontal;ctx-rh-paracentral;254;3.000000
254;504;rh.supramarginal_17;Right-Putamen;17;37;ctx-rh-supramarginal;Right-Putamen;333;5.000000
254;284;rh.supramarginal_17;rh.inferiorparietal_13;17;19;ctx-rh-supramarginal;ctx-rh-inferiorparietal;251;6.000000
254;502;rh.supramarginal_17;Right-Thalamus-Proper;17;35;ctx-rh-supramarginal;Right-Thalamus-Proper;262;3.000000
254;256;rh.supramarginal_17;rh.superiorparietal_24;17;18;ctx-rh-supramarginal;ctx-rh-superiorparietal;264;5.000000
254;255;rh.supramarginal_17;rh.superiorparietal_13;17;18;ctx-rh-supramarginal;ctx-rh-superiorparietal;281;5.000000
254;507;rh.supramarginal_17;Right-Hippocampus;17;40;ctx-rh-supramarginal;Right-Hippocampus;350;6.000000
254;503;rh.supramarginal_17;Right-Caudate;17;36;ctx-rh-supramarginal;Right-Caudate;214;3.000000
496;504;rh.insula_7;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;397;5.000000
607;609;lh.superiorfrontal_22;lh.superiorfrontal_20;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;292;2.000000
607;613;lh.superiorfrontal_22;lh.superiorfrontal_7;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;309;4.000000
607;612;lh.superiorfrontal_22;lh.superiorfrontal_36;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;310;4.500000
607;615;lh.superiorfrontal_22;lh.superiorfrontal_18;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;221;3.000000
607;616;lh.superiorfrontal_22;lh.superiorfrontal_34;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;326;6.000000
607;614;lh.superiorfrontal_22;lh.superiorfrontal_2;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;305;4.000000
607;703;lh.superiorfrontal_22;lh.posteriorcingulate_6;49;55;ctx-lh-superiorfrontal;ctx-lh-posteriorcingulate;222;4.000000
607;608;lh.superiorfrontal_22;lh.superiorfrontal_27;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;230;3.000000
205;210;rh.postcentral_24;rh.postcentral_11;16;16;ctx-rh-postcentral;ctx-rh-postcentral;217;2.000000
644;685;lh.precentral_12;lh.paracentral_6;51;52;ctx-lh-precentral;ctx-lh-paracentral;221;3.000000
644;684;lh.precentral_12;lh.paracentral_4;51;52;ctx-lh-precentral;ctx-lh-paracentral;273;3.000000
927;947;lh.inferiortemporal_5;lh.middletemporal_14;70;71;ctx-lh-inferiortemporal;ctx-lh-middletemporal;248;3.000000
235;504;rh.supramarginal_19;Right-Putamen;17;37;ctx-rh-supramarginal;Right-Putamen;319;10.000000
235;249;rh.supramarginal_19;rh.supramarginal_6;17;17;ctx-rh-supramarginal;ctx-rh-supramarginal;241;3.000000
235;254;rh.supramarginal_19;rh.supramarginal_17;17;17;ctx-rh-supramarginal;ctx-rh-supramarginal;275;3.000000
301;455;rh.inferiorparietal_18;rh.bankssts_1;19;31;ctx-rh-inferiorparietal;ctx-rh-bankssts;215;2.000000
301;507;rh.inferiorparietal_18;Right-Hippocampus;19;40;ctx-rh-inferiorparietal;Right-Hippocampus;335;6.000000
301;490;rh.inferiorparietal_18;rh.insula_5;19;34;ctx-rh-inferiorparietal;ctx-rh-insula;270;4.000000
694;1009;lh.caudalanteriorcingulate_4;Left-Caudate;54;77;ctx-lh-caudalanteriorcingulate;Left-Caudate;404;12.000000
